,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
273,South Dakota,28,10,18,0.357,-9.56,-2.88,,5,13,,7,7,,3,11,,1982,2101,,69.2,101.4,0.336,0.339,0.542,45.1,56.2,9.4,8.7,0.511,16.6,25.3,0.235
274,South Florida NCAA,36,22,14,0.611,9.2,7.29,,12,6,,14,2,,5,8,,2134,2037,,59.7,98.6,0.338,0.303,0.521,50.5,54.8,9.2,10.8,0.485,19.1,34.2,0.239
275,Southeast Missouri State,31,15,16,0.484,-6.12,-5.33,,9,7,,10,4,,4,11,,2192,2170,,65.8,107.1,0.343,0.284,0.547,49.2,56.4,7.6,8.9,0.528,16.8,34,0.216
276,Southeastern Louisiana,29,12,17,0.414,-11.94,-6.44,,5,11,,11,4,,1,13,,1738,1795,,65.4,90,0.39,0.278,0.479,48.8,51,9.3,9.1,0.453,19.7,32.4,0.23
277,Southern California,32,6,26,0.188,-0.51,6.58,,1,17,,4,13,,1,11,,1683,1910,,60.8,85.8,0.268,0.283,0.45,40.5,47.5,9.4,5.9,0.426,15.4,23.7,0.164
278,SIU Edwardsville,27,10,17,0.37,-13.3,-5.5,,6,10,,7,6,,3,9,,1775,1924,,67.9,96.7,0.367,0.323,0.533,45.3,52.7,8.3,5.8,0.505,19.9,28,0.24
279,Southern Illinois,31,8,23,0.258,-3.51,3.12,,5,13,,6,8,,2,11,,1944,2144,,66,94.2,0.357,0.279,0.486,46.8,51.2,11.1,9.6,0.454,17.9,32.9,0.229
280,Southern Methodist,32,13,19,0.406,-1.26,1.34,,4,12,,9,5,,3,9,,1909,1922,,60.3,97.4,0.358,0.473,0.53,43.2,59.2,11.3,8,0.5,18.3,24.9,0.241
281,Southern Mississippi NCAA,34,25,9,0.735,7.79,3.61,,11,5,,15,0,,7,6,,2426,2212,,64.5,107.9,0.394,0.304,0.517,50.9,45.7,9.1,8.1,0.469,13.8,37.2,0.29
282,Southern Utah,31,14,17,0.452,-6.22,-3.18,,8,10,,7,6,,4,10,,2038,2106,,64.6,100.6,0.387,0.173,0.54,49.3,58.7,8.3,6.7,0.499,18.6,32.2,0.28
283,Southern,31,17,14,0.548,-16.17,-11.35,,13,5,,9,2,,6,10,,1879,1981,,66,90.7,0.378,0.287,0.496,42.9,51.9,8.8,9,0.455,18.7,24.4,0.259
284,St. Bonaventure NCAA,32,20,12,0.625,8.25,2.84,,10,6,,11,2,,6,8,,2254,2081,,65,107,0.421,0.299,0.557,51.8,57.7,8.8,11.5,0.508,17.8,35.5,0.32
285,St. Francis (NY),30,15,15,0.5,-6.02,-6.75,,12,6,,8,4,,7,10,,2084,2062,,70.1,98.7,0.35,0.399,0.53,48.6,53.9,9.7,6.3,0.502,19.8,32.6,0.232
286,St. John's (NY),32,13,19,0.406,2.63,6.98,,6,12,,11,7,,2,10,,2129,2268,,67.3,98.5,0.395,0.256,0.497,44.6,45.6,11.8,10,0.456,17.5,35.7,0.269
287,Stanford,37,26,11,0.703,12.64,3.99,,10,8,,17,3,,5,6,,2657,2337,,67.6,104.5,0.377,0.316,0.535,50.5,50.6,9.7,9.2,0.505,17.1,34.9,0.251
288,Stephen F. Austin,32,20,12,0.625,-1.46,-5.67,,12,4,,12,3,,7,6,,1970,1741,,61.8,98.9,0.401,0.239,0.511,53.4,61,11.5,8.7,0.481,18.5,36.9,0.254
289,Stetson,29,9,20,0.31,-7.48,-0.66,,6,12,,6,6,,3,12,,2089,2275,,72,98.8,0.343,0.402,0.541,48.1,59.3,8.9,6.6,0.51,21,33.5,0.239
290,Stony Brook,32,22,10,0.688,-0.45,-6.22,,14,2,,13,1,,7,8,,2125,1892,,62.5,105.8,0.313,0.336,0.514,53.6,46,8.8,5.4,0.482,16,39.8,0.217
291,Syracuse NCAA,37,34,3,0.919,21.12,8.02,,17,1,,19,0,,9,1,,2742,2257,,65.2,113.3,0.329,0.31,0.55,46.7,56.1,14,19.4,0.521,13.5,36.3,0.23
292,Temple NCAA,32,24,8,0.75,10.44,4.94,,13,3,,10,1,,10,4,,2401,2225,,67.6,108.8,0.342,0.313,0.563,48.4,57.3,10.4,10.1,0.531,15.8,31.5,0.246
293,Tennessee-Martin,31,4,27,0.129,-17.09,-3.15,,0,16,,2,12,,2,15,,1943,2327,,66.2,93.5,0.349,0.257,0.491,45.6,57.5,9,6,0.45,19.5,33.8,0.245
294,Tennessee State,33,20,13,0.606,-3.06,-2.73,,11,5,,11,2,,7,9,,2250,2199,,66.6,100.5,0.409,0.331,0.532,49.3,53.6,11.1,10.2,0.494,19.6,35.2,0.282
295,Tennessee Tech,33,19,14,0.576,-3.81,-3.06,,9,7,,9,5,,7,8,,2365,2357,,68.6,103.7,0.428,0.288,0.555,49.2,54.7,9.9,6.4,0.515,19,33.9,0.305
296,Tennessee,34,19,15,0.559,9.49,6.58,,10,6,,15,4,,4,8,,2338,2216,,65.3,103.4,0.378,0.351,0.536,50.3,53.9,8.5,10.9,0.5,17.6,33.1,0.266
297,Texas A&M-Corpus Christi,30,6,24,0.2,-12.21,-3.04,,4,12,,3,9,,3,13,,1755,2030,,66,87.9,0.379,0.291,0.47,45.1,55.3,8.6,10.1,0.44,19.6,29.7,0.227
298,Texas A&M,32,14,18,0.438,5.57,6.54,,4,14,,11,7,,1,8,,1956,1968,,63.3,96.2,0.296,0.29,0.506,48.8,51.2,9,6.5,0.48,18.7,32.1,0.195
299,Texas-Arlington,33,24,9,0.727,3.35,-5.09,,15,1,,12,1,,9,7,,2537,2232,,72.2,106.1,0.471,0.343,0.55,51.5,52.5,10.9,11.1,0.508,18.7,36.9,0.331
300,Texas Christian,33,18,15,0.545,1.72,3.44,,7,7,,14,3,,3,9,,2382,2379,,68.9,102.8,0.388,0.355,0.534,47.2,54.3,9.8,6.4,0.498,16.9,30.5,0.268
301,Texas-El Paso,32,15,17,0.469,2.92,2.85,,7,9,,11,5,,1,11,,2021,2019,,62.2,99.1,0.39,0.266,0.537,47.3,61.5,7.4,7.8,0.503,18.6,28,0.266
302,Texas-Rio Grande Valley,32,11,21,0.344,-13.66,-4.44,,5,5,,10,5,,1,15,,1993,2194,,66.5,93.6,0.356,0.387,0.523,43.5,62.5,7.7,5.1,0.486,20.5,25.6,0.251
303,Texas-San Antonio,32,18,14,0.563,-1.83,-4.4,,10,6,,8,5,,8,8,,2339,2168,,68.3,105,0.365,0.389,0.562,45.9,54.6,11.8,9.4,0.523,17.5,28.3,0.271
304,Texas Southern,33,15,18,0.455,-10.26,-8.68,,12,6,,9,1,,4,16,,2021,2073,,66.2,91.7,0.45,0.335,0.503,47.4,48.4,12.6,12.5,0.468,21.8,33.5,0.284
305,Texas State,30,13,17,0.433,-8.66,-5.31,,5,11,,9,5,,3,11,,2292,2243,,74.7,102.2,0.347,0.369,0.534,45.2,52.6,11,7.7,0.499,17.1,31.4,0.247
306,Texas Tech,31,8,23,0.258,-2.61,6.1,,1,17,,7,8,,1,11,,1844,2114,,65.4,90.6,0.401,0.271,0.527,45.8,53.6,7.9,8.6,0.486,23.2,26.8,0.282
307,Texas NCAA,34,20,14,0.588,14,8.12,,9,9,,15,3,,4,7,,2470,2270,,66.7,108.1,0.426,0.312,0.533,49.6,50.1,10.1,9.7,0.485,15.5,38.5,0.312
308,Toledo,36,19,17,0.528,-3.35,-3.64,,7,9,,11,8,,5,7,,2500,2385,,66.2,104.9,0.39,0.307,0.55,47.1,53.8,10.5,6.2,0.511,17.7,32.9,0.283
309,Towson,32,1,31,0.031,-16.71,1.54,,1,17,,1,13,,0,15,,1647,2231,,63.3,81.3,0.409,0.253,0.436,49.5,45,8.7,12.4,0.401,23.5,38.5,0.24
310,Troy,28,10,18,0.357,-7.48,-0.85,,5,11,,6,7,,4,10,,1996,2122,,68.5,103.2,0.256,0.412,0.506,45.7,49.9,9.7,10.1,0.481,15,35,0.173
311,Tulane,31,15,16,0.484,-0.12,-1.61,,3,13,,12,5,,2,10,,2002,1910,,64.3,99.7,0.398,0.333,0.513,47.8,55,10.9,9.7,0.478,16.8,31.3,0.263
312,Tulsa,31,17,14,0.548,5.82,2.85,,10,6,,10,5,,6,6,,2093,2001,,64.3,102.2,0.461,0.294,0.544,51.9,48.6,7.3,12.7,0.507,19.2,33.8,0.314
313,UCLA,33,19,14,0.576,10.53,5.28,,11,7,,10,4,,4,7,,2263,2063,,65.2,105.2,0.324,0.246,0.533,50.4,55.8,12.1,12.8,0.507,15.7,33.5,0.217
314,Utah State,37,21,16,0.568,3.49,-0.37,,8,6,,17,5,,4,10,,2551,2400,,63.5,108.2,0.406,0.3,0.567,48.8,55.5,6.2,8.6,0.53,16.6,30.5,0.292
315,Utah Valley,33,20,13,0.606,-6.53,-7.11,,9,1,,14,2,,5,10,,2305,2190,,67.3,102.6,0.355,0.31,0.511,50.9,54.1,9.5,9.6,0.473,15.6,34.5,0.248
316,Utah,31,6,25,0.194,-9.31,5.49,,3,15,,6,9,,0,12,,1720,2161,,62.6,88.2,0.346,0.356,0.494,42.9,52.8,8.2,7.1,0.46,20,23.1,0.231
317,Valparaiso,34,22,12,0.647,0.61,0.02,,14,4,,14,3,,8,8,,2323,2223,,65,104.4,0.434,0.4,0.573,48.7,59.3,9.2,7.7,0.535,19.2,28.2,0.31
318,Vanderbilt NCAA,36,25,11,0.694,15.71,8.04,,10,6,,13,5,,6,5,,2615,2339,,65.5,109.7,0.401,0.412,0.572,48.6,51.8,9,10.4,0.541,16.9,31.6,0.28
319,Vermont NCAA,36,24,12,0.667,0.98,-5.19,,13,3,,10,4,,10,6,,2415,2193,,63.2,105,0.373,0.293,0.536,50.2,56,9.6,6.5,0.493,16.5,34.3,0.276
320,Villanova,32,13,19,0.406,7.89,7.64,,5,13,,9,6,,2,9,,2266,2258,,67.5,103.2,0.392,0.337,0.517,50,51.7,8.1,8.3,0.465,16.9,37.6,0.295
321,Virginia Commonwealth NCAA,36,29,7,0.806,8.79,0.63,,15,3,,13,1,,10,3,,2448,2154,,65.2,103.6,0.363,0.392,0.512,46.8,51.7,16,10.4,0.476,14.7,33.4,0.249
322,VMI,33,17,16,0.515,-9.43,-5.16,,8,10,,13,2,,1,13,,2631,2660,,75,105.9,0.391,0.443,0.553,42.8,49.1,11,8.6,0.515,15.6,27.5,0.281
323,Virginia Tech,33,16,17,0.485,8.93,6.21,,4,12,,11,7,,3,8,,2147,2057,,63,102.4,0.333,0.313,0.516,47.3,51.2,8.7,8.9,0.477,15.8,33.2,0.242
324,Virginia NCAA,32,22,10,0.688,12.51,4.23,,9,7,,13,3,,7,4,,2000,1735,,61.1,101.9,0.354,0.298,0.543,49.9,54.6,10.5,8.2,0.507,16.6,27.1,0.256
325,Wagner,31,25,6,0.806,3.6,-5.5,,15,3,,12,3,,12,3,,2275,1993,,68.6,107,0.39,0.32,0.543,47.9,51.3,11.5,11,0.499,16.4,35.5,0.29
326,Wake Forest,31,13,18,0.419,-0.75,4.19,,4,12,,9,7,,3,8,,2029,2182,,66.4,98.5,0.409,0.309,0.527,44.3,52.5,7.9,12.1,0.479,17,25.8,0.301
327,Washington State,37,19,18,0.514,6.17,4.06,,7,11,,12,4,,6,10,,2521,2421,,63.7,106.6,0.44,0.339,0.568,49.2,58.7,7.5,8.3,0.531,17.9,30.9,0.312
328,Washington,35,24,11,0.686,10.79,5.27,,14,4,,18,2,,6,5,,2646,2453,,70.7,106.2,0.37,0.293,0.522,51.4,49.2,9.3,9.7,0.498,15.4,38.6,0.23
329,Weber State,32,25,7,0.781,1.51,-3.65,,14,2,,16,0,,7,7,,2473,2210,,67.2,113.6,0.368,0.405,0.586,48.6,51.4,8.2,6.6,0.538,13.9,26.9,0.299
330,West Virginia NCAA,33,19,14,0.576,12.13,7.53,,9,9,,11,5,,4,6,,2346,2194,,64.8,106.8,0.386,0.305,0.518,52.1,56.9,9.6,6.7,0.483,15.7,40.9,0.259
331,Western Carolina,35,17,18,0.486,-6.57,-3.42,,8,10,,9,4,,4,12,,2503,2459,,67.9,103.9,0.326,0.358,0.519,47.6,42.9,11.8,8.5,0.486,16,35,0.225
332,Western Illinois,33,18,15,0.545,-2.84,-1.39,,9,9,,10,4,,6,10,,2031,1985,,60,100.7,0.331,0.271,0.54,45.6,56.7,9.9,8.6,0.511,16.6,24.7,0.227
333,Western Kentucky NCAA,35,16,19,0.457,-2.66,0.51,,7,9,,8,7,,3,8,,2272,2383,,68.4,94.2,0.402,0.327,0.489,48.1,50.1,8.1,10.1,0.444,18.7,34.1,0.276
334,Western Michigan,34,14,20,0.412,-1.8,0.17,,6,10,,11,3,,2,12,,2332,2375,,66,102.8,0.402,0.329,0.532,51.5,56.1,7,8.2,0.491,18.4,36.5,0.285
335,Wichita State NCAA,33,27,6,0.818,17.42,3.8,,16,2,,14,1,,10,1,,2545,2060,,67,113.3,0.347,0.328,0.577,52.8,53.2,9.3,10.4,0.543,15.5,33.5,0.26
336,William & Mary,32,6,26,0.188,-10.79,-0.72,,4,14,,4,9,,2,14,,1931,2220,,63.4,94.8,0.335,0.416,0.51,44.4,51.8,7.6,5.7,0.472,17.8,25.1,0.238
337,Winthrop,32,12,20,0.375,-7.64,-3.47,,8,10,,7,5,,4,11,,2035,2112,,64.1,98,0.315,0.282,0.494,48.1,46.3,10.4,10.3,0.464,16,32.7,0.206
338,Wisconsin NCAA,36,26,10,0.722,19.04,8.24,,12,6,,14,4,,7,4,,2304,1915,,58.6,108.4,0.307,0.413,0.536,49.8,53.7,8.5,9.1,0.501,13,30.6,0.227
339,Wofford,33,19,14,0.576,-3.62,-3.79,,12,6,,11,2,,7,10,,2110,2087,,62.5,101.6,0.283,0.371,0.519,48.9,59.6,8.3,6.7,0.494,15.8,31.4,0.189
340,Wright State,32,13,19,0.406,-4.07,0.25,,7,11,,9,7,,4,11,,1857,1967,,62.8,91.7,0.379,0.351,0.502,43.8,51,10.4,5.9,0.459,19.1,25,0.266
341,Wyoming,33,21,12,0.636,6.79,1.43,,6,8,,16,3,,5,9,,2068,1855,,61.5,101.6,0.385,0.38,0.552,46.9,52.5,11.1,10,0.51,17.1,23.8,0.285
342,Xavier NCAA,36,23,13,0.639,9.59,6.22,,10,6,,13,3,,5,6,,2543,2422,,67.5,103.6,0.412,0.252,0.535,49.1,52.4,8.8,10.2,0.497,15.9,31.3,0.287
343,Yale,29,19,10,0.655,-1.37,-2.63,,9,5,,11,1,,7,9,,1991,1878,,67.1,101.8,0.411,0.324,0.53,50.8,56.5,7.7,10.2,0.488,17.9,33.7,0.292
344,Youngstown State,31,16,15,0.516,-1.78,-1.65,,10,8,,10,4,,6,10,,2095,2047,,64.7,103.7,0.297,0.409,0.531,44,54.3,9.9,14.1,0.51,15,27.9,0.193
