,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
137,Jackson State,32,15,17,0.469,-10.91,-8.61,,11,7,,9,3,,6,14,,2153,2157,,71.1,94.6,0.35,0.292,0.498,47.9,46,11.4,10.2,0.463,15.9,26.2,0.235
138,Jacksonville State,32,13,19,0.406,-8.29,-6.36,,8,10,,8,6,,4,11,,2294,2218,,70,102.1,0.291,0.359,0.532,52.8,52,9,7.3,0.506,17.3,31.4,0.201
139,Jacksonville,32,14,18,0.438,-6.5,-5.63,,7,9,,6,7,,7,9,,2139,2133,,67.6,97.7,0.311,0.355,0.514,52.5,45.8,7.4,7.9,0.486,17.5,29.2,0.208
140,James Madison,30,9,21,0.3,-9.23,-2.78,,2,16,,6,9,,3,11,,2157,2296,,72.1,99.7,0.365,0.403,0.514,49.7,49.1,8.6,8.1,0.484,15.1,26.2,0.238
141,Kansas State,32,11,21,0.344,8.7,9.48,,3,15,,9,7,,1,10,,2054,2079,,67.2,95.1,0.347,0.391,0.506,48.9,55.1,12.8,7.9,0.475,18.4,29.6,0.229
142,Kansas,31,28,3,0.903,24.96,11.63,,17,1,,14,1,,11,1,,2312,1882,,67.9,109.4,0.35,0.329,0.564,54.7,50.8,11.2,13.6,0.541,16.2,32.8,0.234
143,Kennesaw State,29,1,28,0.034,-22.6,-2.63,,0,16,,1,10,,0,16,,1602,2181,,68.1,81.1,0.325,0.309,0.439,45.9,42,7.4,5.5,0.393,19,25.8,0.228
144,Kent State,32,20,12,0.625,3.68,-0.72,,9,9,,14,3,,5,7,,2442,2241,,70.1,107.2,0.283,0.405,0.551,50.7,50.2,9.6,11.2,0.523,15.5,30.7,0.206
145,Kentucky,31,25,6,0.806,15.78,7.46,,15,3,,16,2,,8,2,,2307,2049,,68.5,107.9,0.408,0.266,0.561,53,52.2,7.6,13.6,0.507,15.8,30.8,0.325
146,La Salle,30,15,15,0.5,-0.23,1.71,,6,12,,8,7,,4,8,,2040,2098,,69.8,96.2,0.331,0.416,0.513,49.6,55,11.4,8.9,0.484,18.1,28.6,0.22
147,Lafayette,31,19,12,0.613,-5.91,-5.94,,10,8,,9,5,,10,7,,2174,2133,,67.7,103.6,0.239,0.439,0.553,49.7,59.3,7,11.3,0.527,16,23.4,0.177
148,Lamar,32,17,15,0.531,-7.24,-6.45,,10,10,,10,5,,6,10,,2312,2227,,71.7,99.9,0.344,0.301,0.522,49.1,51.4,12.3,12.3,0.486,17.4,30.8,0.242
149,Lehigh,32,11,21,0.344,-10.93,-3.9,,7,11,,8,6,,3,15,,2184,2339,,69.5,97.5,0.26,0.291,0.527,50.7,48.9,7.8,7.1,0.496,17.6,26.3,0.191
150,Liberty,34,30,4,0.882,5.15,-7.26,,13,3,,17,0,,7,4,,2332,1830,,61.3,111.8,0.312,0.405,0.579,53.2,53,9.2,9.2,0.553,13.6,24.8,0.222
151,Lipscomb,32,16,16,0.5,-7.08,-4.45,,9,7,,9,5,,7,11,,2255,2261,,68.8,102,0.288,0.346,0.536,50.4,50.7,7.8,7.4,0.51,16.3,27.1,0.2
152,Cal State Long Beach,32,11,21,0.344,-8.72,1.08,,6,10,,8,6,,2,13,,2157,2404,,71.8,93.1,0.34,0.298,0.519,48,45.9,8.2,11.4,0.484,19.9,25.4,0.238
153,Long Island University,33,15,18,0.455,-8.38,-6.16,,9,9,,8,6,,6,11,,2504,2534,,73.9,101.2,0.326,0.461,0.551,46.2,54.3,9,8.2,0.52,16.9,21.5,0.233
154,Longwood,32,14,18,0.438,-12.45,-9.31,,9,9,,8,6,,6,11,,2148,2195,,68.5,96.5,0.332,0.481,0.521,48.7,48.5,9.7,6.7,0.487,17.5,23.6,0.233
155,Louisiana,33,14,19,0.424,-4.6,-0.67,,8,12,,10,6,,3,12,,2416,2514,,72.8,100.1,0.346,0.409,0.526,49.3,45.8,8.2,8.2,0.484,16.8,29,0.257
156,Louisiana-Monroe,29,9,20,0.31,-6.5,-0.16,,5,15,,7,8,,2,12,,1831,1956,,66.2,94.9,0.325,0.346,0.51,49.2,51.5,6.7,9.4,0.478,18,27,0.222
157,Louisiana State,31,21,10,0.677,14.43,7.2,,12,6,,15,2,,5,6,,2495,2271,,70.8,112.8,0.354,0.343,0.568,54.3,44.9,8.8,10.6,0.527,15.1,35.1,0.272
158,Louisiana Tech,30,22,8,0.733,7.06,-1.48,,13,5,,15,1,,7,7,,2235,1910,,68.2,108.2,0.29,0.399,0.557,51.9,48.8,10.8,7.4,0.537,15.7,30.3,0.194
159,Louisville,31,24,7,0.774,17.94,7.55,,15,5,,17,1,,6,5,,2296,1974,,67.1,109.4,0.322,0.38,0.557,54.5,53.5,7.5,7.9,0.525,15.4,32,0.236
160,Loyola (IL),32,21,11,0.656,5.7,0.54,,13,5,,14,2,,5,6,,2198,2007,,65.7,103.4,0.387,0.312,0.574,49.7,56.9,11.9,5.4,0.554,17.7,21.4,0.252
161,Loyola Marymount,32,11,21,0.344,-1.09,3.88,,4,12,,7,9,,2,9,,2057,2168,,64.7,98.9,0.347,0.347,0.546,50.6,49.5,9,7.4,0.518,19.3,27.5,0.236
162,Loyola (MD),32,15,17,0.469,-9.59,-7.23,,7,11,,9,4,,5,13,,2348,2394,,71.3,102.2,0.419,0.372,0.549,49.2,59.6,9.4,8,0.525,17,25.9,0.267
163,Maine,31,9,22,0.29,-11.88,-3.71,,5,11,,5,7,,3,15,,1904,2109,,66.2,92.1,0.266,0.432,0.499,50.4,62.1,10.4,11.4,0.468,19.6,28.5,0.189
164,Manhattan,31,13,18,0.419,-8.42,-6.26,,8,12,,7,6,,5,11,,1924,1991,,66.3,92.8,0.341,0.398,0.485,49.2,58,10.5,11.7,0.457,17.9,30.1,0.212
165,Marist,30,7,23,0.233,-12.22,-7.08,,6,14,,4,10,,3,12,,1816,1970,,65.5,90.5,0.297,0.4,0.487,49.3,49.3,10.2,9.9,0.459,18.4,25.9,0.193
166,Marquette,30,18,12,0.6,15.44,9.3,,8,10,,13,3,,3,8,,2333,2149,,71.4,107.2,0.392,0.446,0.557,53.2,53.5,7.1,10.6,0.516,16.4,29.8,0.291
167,Marshall,32,17,15,0.531,1.7,-0.05,,10,8,,10,6,,5,9,,2429,2339,,75.5,100.1,0.29,0.386,0.526,48.5,50.6,10.7,14.3,0.503,17,27.9,0.192
168,Maryland-Baltimore County,33,16,17,0.485,-8.08,-4.43,,8,8,,11,5,,5,10,,2255,2207,,68,100.1,0.332,0.392,0.529,49.9,49.9,7.9,7.8,0.505,16.3,26.1,0.214
169,Maryland-Eastern Shore,32,5,27,0.156,-22.03,-6.45,,4,12,,4,6,,1,20,,1841,2278,,69.6,82,0.256,0.399,0.439,46.2,52.4,11,9.3,0.412,18.5,26.1,0.162
170,Maryland,31,24,7,0.774,17.82,10.5,,14,6,,16,1,,5,6,,2226,1999,,67.7,106,0.377,0.431,0.532,52.9,55,6.8,11.8,0.486,14.3,31.5,0.282
171,Massachusetts-Lowell,32,13,19,0.406,-8.19,-5.35,,7,9,,8,9,,5,10,,2388,2433,,70.9,104,0.376,0.358,0.554,49.2,55.1,9.6,6.7,0.519,16.6,27.5,0.268
172,Massachusetts,31,14,17,0.452,1.12,3.79,,8,10,,11,5,,3,9,,2124,2207,,69.2,98.2,0.299,0.402,0.522,47.3,54.4,9.8,8.2,0.492,16.7,25.7,0.21
173,McNeese State,32,15,17,0.469,-9.11,-6.93,,10,10,,10,5,,5,11,,2540,2390,,71.8,109.7,0.338,0.368,0.597,52.3,57.3,9.1,10.3,0.57,19.3,31.7,0.245
174,Memphis,31,21,10,0.677,12.16,5.07,,10,8,,15,3,,5,6,,2232,2012,,73.1,97.7,0.399,0.352,0.532,52.2,56.5,10.6,15.3,0.497,19.6,30,0.271
175,Mercer,32,17,15,0.531,-3.13,-2.7,,11,7,,9,6,,8,6,,2294,2248,,70.4,101.9,0.26,0.364,0.542,53.2,54.4,9.4,7.6,0.515,17.9,31.1,0.188
176,Merrimack,31,20,11,0.645,-6.93,-6.53,,14,4,,10,2,,9,8,,1948,1866,,64.4,96.4,0.254,0.433,0.517,43.8,56.3,15.2,8.6,0.493,16.3,23.2,0.173
177,Miami (FL),31,15,16,0.484,6.63,8.66,,7,13,,9,5,,4,8,,2207,2270,,68.7,101.2,0.281,0.372,0.525,47.2,38.9,8.4,9.4,0.488,15.1,26,0.213
178,Miami (OH),32,13,19,0.406,-4.17,-0.57,,5,13,,10,6,,2,11,,2269,2275,,69.2,102.5,0.267,0.412,0.524,48.8,47.1,7.4,6.8,0.494,14.4,25.9,0.194
179,Michigan State,31,22,9,0.71,21.92,10.76,,14,6,,12,3,,7,4,,2353,2007,,69.4,109.4,0.308,0.375,0.56,55.1,65,7.4,13.4,0.526,15.6,32.8,0.231
180,Michigan,31,19,12,0.613,17.94,11.17,,10,10,,11,5,,4,7,,2326,2116,,69.3,107,0.267,0.391,0.554,50.6,52.7,7.8,10.3,0.528,13.6,25,0.192
181,Middle Tennessee,31,8,23,0.258,-8.41,0.84,,4,14,,5,10,,3,10,,2193,2332,,71.2,98.5,0.311,0.412,0.516,49,52.3,9.5,7.9,0.488,17,28.1,0.209
182,Milwaukee,31,12,19,0.387,-7.22,-3.91,,7,11,,7,8,,4,9,,2216,2252,,70.6,99.2,0.295,0.395,0.509,49.1,49.1,8.1,8.5,0.476,16.1,29.5,0.209
183,Minnesota,31,15,16,0.484,16.39,11.55,,8,12,,11,5,,2,10,,2205,2055,,67.3,104.9,0.275,0.407,0.521,52.1,58.5,7,11.3,0.494,14.2,31.3,0.19
184,Mississippi State,31,20,11,0.645,12.21,6.96,,11,7,,14,2,,4,7,,2275,2112,,67.3,109,0.395,0.28,0.559,55.1,51.7,8.3,14,0.515,17.5,37,0.298
185,Mississippi Valley State,30,3,27,0.1,-29.08,-7.68,,3,15,,1,8,,2,19,,2048,2690,,78.9,86.1,0.229,0.412,0.454,42.2,41.7,9.2,6.6,0.43,16.1,23.4,0.149
186,Mississippi,32,15,17,0.469,7.37,6.9,,6,12,,12,5,,1,10,,2208,2193,,68.8,99.5,0.368,0.337,0.528,49.2,53.7,10.3,8,0.486,16.7,26.2,0.269
187,Missouri-Kansas City,30,16,14,0.533,-6.07,-3.62,,8,7,,9,4,,5,8,,2094,1976,,66.7,102.5,0.293,0.354,0.546,48.2,51.4,11.9,9.4,0.521,16.9,26,0.201
188,Missouri State,33,16,17,0.485,3.5,0.71,,9,9,,11,4,,3,10,,2330,2238,,68.6,102.6,0.288,0.338,0.533,54.6,46.4,9.3,7.7,0.498,17,31.9,0.215
189,Missouri,31,15,16,0.484,8.51,6.54,,7,11,,12,4,,2,10,,2081,2020,,67.1,99.3,0.357,0.404,0.521,51.5,50.3,10,10,0.47,18,31.4,0.279
190,Monmouth,31,18,13,0.581,-4.51,-5.19,,12,8,,11,2,,6,10,,2209,2188,,72.1,98.5,0.356,0.369,0.513,47.1,52.8,11.1,8.5,0.471,15.6,25.5,0.256
191,Montana State,31,16,15,0.516,-5.01,-2.29,,10,10,,9,5,,5,10,,2066,2076,,68.2,97.8,0.374,0.328,0.541,50.9,48.7,8,6.8,0.498,18.5,22.9,0.277
192,Montana,31,18,13,0.581,0.59,-1.52,,14,6,,12,3,,6,10,,2195,2122,,69.4,100.8,0.264,0.273,0.549,48,46,9,9,0.522,15.6,19.6,0.191
193,Morehead State,32,13,19,0.406,-10.96,-6.42,,7,11,,11,4,,2,14,,2208,2240,,69.1,98.7,0.307,0.336,0.507,50.4,52.1,8.5,11.8,0.483,15.5,29,0.196
194,Morgan State,31,15,16,0.484,-12.82,-9.18,,9,7,,8,6,,7,7,,2182,2197,,71.4,97.4,0.392,0.312,0.509,53,47.7,7.8,12.6,0.468,19.2,35.1,0.272
195,Mount St. Mary's,32,11,21,0.344,-9.56,-6.47,,7,11,,8,6,,3,15,,2053,2132,,64.5,98.3,0.337,0.383,0.499,50,49.9,7.6,9.3,0.462,15.4,29.6,0.234
196,Murray State,32,23,9,0.719,1.99,-6.08,,15,3,,15,0,,6,6,,2413,2070,,69.7,107.4,0.394,0.318,0.568,54.5,54.1,8.1,10.7,0.535,17.2,29.5,0.279
197,Navy,30,14,16,0.467,-7.36,-5.74,,8,10,,10,5,,4,11,,1908,1924,,62.6,99.9,0.323,0.391,0.502,53.3,49.5,7.9,5.4,0.468,15.9,33.6,0.223
198,Omaha,32,16,16,0.5,-5.09,-0.96,,9,7,,12,2,,4,12,,2352,2461,,70.7,102.3,0.271,0.3,0.528,50.1,44.4,7.2,8.9,0.5,14.9,27.2,0.193
199,Nebraska,32,7,25,0.219,2.41,10.66,,2,18,,5,11,,0,12,,2235,2499,,72.8,94.1,0.29,0.396,0.488,44,54.2,9.4,6.1,0.468,14.2,22.1,0.175
200,Nevada-Las Vegas,32,17,15,0.531,6.79,4.76,,12,6,,12,6,,5,7,,2307,2242,,67.2,104.4,0.341,0.402,0.529,54.7,49.8,9,8.8,0.497,16.4,34,0.236
201,Nevada,31,19,12,0.613,8.91,4.14,,12,6,,12,3,,4,7,,2391,2243,,71.7,107.2,0.283,0.429,0.561,51.8,55,7.1,10.5,0.529,14.9,25.2,0.213
202,New Hampshire,30,15,15,0.5,-7.6,-6.28,,8,8,,10,3,,5,12,,2071,1990,,69.7,97.9,0.256,0.418,0.502,54,52.9,6.8,6.1,0.477,15.9,29.4,0.172
203,New Mexico State,31,25,6,0.806,4.11,-4.24,,16,0,,13,1,,9,3,,2214,1852,,64.6,110,0.314,0.469,0.567,56.4,57.8,9.5,5.7,0.539,17.2,34.8,0.225
204,New Mexico,33,19,14,0.576,3.47,2.63,,7,11,,15,3,,2,9,,2531,2483,,73,105.1,0.375,0.368,0.561,49.5,55.4,11.1,8.1,0.526,17.4,27.6,0.27
205,New Orleans,30,9,21,0.3,-14.08,-4.73,,5,15,,6,8,,3,13,,2262,2323,,72.8,103.6,0.393,0.265,0.551,47.7,55.8,10.6,5.5,0.507,16.9,28.6,0.293
206,Niagara,32,12,20,0.375,-11.02,-4.33,,9,11,,9,3,,2,17,,2102,2316,,66.5,97.9,0.244,0.366,0.528,41.1,49.7,10.3,6.5,0.497,14.5,17.7,0.183
207,Nicholls State,31,21,10,0.677,-3.87,-6.02,,15,5,,13,1,,7,8,,2388,2144,,73,104.6,0.254,0.372,0.537,48.9,46.3,13.5,10.1,0.507,15.9,30.8,0.19
208,NJIT,30,9,21,0.3,-10.14,-4.83,,6,10,,5,7,,4,14,,1904,2030,,67,94.8,0.306,0.333,0.486,48,46.2,8.5,8.4,0.453,14.3,25.1,0.208
209,Norfolk State,31,16,15,0.516,-7.76,-9.39,,12,4,,11,2,,4,12,,2186,2012,,70.3,99.9,0.336,0.413,0.518,51.2,53.8,11.1,7.4,0.481,17.1,31.1,0.239
210,North Alabama,30,13,17,0.433,-9,-5.82,,8,8,,9,4,,4,13,,2062,2092,,70,97.8,0.38,0.367,0.524,51,46.7,9.2,6.5,0.488,18.4,28.5,0.262
211,North Carolina-Asheville,31,15,16,0.484,-10.31,-8.31,,8,10,,10,5,,5,10,,2326,2318,,71.2,105,0.34,0.385,0.549,45.7,40.1,11.5,6.4,0.525,14.3,24,0.224
212,North Carolina A&T,32,17,15,0.531,-9.66,-7.86,,12,4,,11,1,,4,12,,2311,2305,,75.2,95.2,0.409,0.319,0.504,49.2,57,10.7,10,0.477,17.6,28.8,0.249
213,North Carolina Central,31,18,13,0.581,-10.04,-8.86,,13,3,,12,0,,5,13,,2162,2045,,69.6,98.6,0.341,0.349,0.537,49.4,52.7,11.9,8.7,0.512,19,29,0.223
214,North Carolina-Greensboro,32,23,9,0.719,5.92,-1.48,,13,5,,14,4,,9,4,,2372,2020,,69,106.1,0.261,0.422,0.519,52.1,46,13.3,13.7,0.501,14,33.8,0.165
215,North Carolina State,32,20,12,0.625,12.05,7.14,,10,10,,14,4,,5,7,,2388,2231,,70.6,105.3,0.285,0.356,0.537,49,49,10.8,11.6,0.509,14.7,28.8,0.202
216,North Carolina-Wilmington,32,10,22,0.313,-9.31,-0.9,,5,13,,8,8,,1,12,,2186,2294,,69.6,97.5,0.32,0.336,0.522,48.1,49.2,8.9,8.4,0.488,16.6,24.1,0.227
217,North Carolina,33,14,19,0.424,9.45,10.05,,6,14,,7,8,,3,9,,2383,2403,,70.4,101.1,0.335,0.289,0.5,55,54.6,7.8,9.9,0.464,15.2,35.3,0.228
218,North Dakota State,33,25,8,0.758,2.19,-3.94,,13,3,,13,1,,8,6,,2467,2183,,67.8,109.8,0.327,0.454,0.569,52.6,47,6.8,5.8,0.526,13.2,23.1,0.261
219,North Dakota,33,15,18,0.455,-6.24,-1.38,,7,9,,8,3,,4,13,,2470,2467,,70.5,105.4,0.351,0.407,0.565,51.9,49.6,6.4,5.5,0.525,16.7,26,0.267
220,North Florida,33,21,12,0.636,-0.57,-3.25,,13,3,,13,2,,7,9,,2583,2416,,69.6,112.5,0.275,0.522,0.578,48.8,58.2,7.1,8.2,0.549,14.9,28.4,0.21
221,North Texas,31,20,11,0.645,7.32,1.66,,14,4,,13,3,,7,6,,2203,1962,,64.9,109,0.309,0.41,0.59,52.4,49.6,9.6,8.7,0.561,18.4,29.7,0.232
222,Northeastern,33,17,16,0.515,1.45,-3.28,,9,9,,7,6,,7,7,,2347,2191,,65.8,107.7,0.256,0.402,0.579,50.6,51.3,11.5,5.3,0.548,16.2,24.4,0.202
223,Northern Arizona,30,16,14,0.533,-4.65,-2.4,,10,10,,9,5,,6,8,,2128,2081,,67.7,104.4,0.307,0.347,0.537,50.7,51.4,9.6,5.9,0.508,14.9,27.5,0.215
224,Northern Colorado,31,22,9,0.71,5.72,-2.8,,15,5,,11,3,,9,5,,2303,1945,,65.9,111.8,0.261,0.461,0.572,51.4,49.7,7.6,5.5,0.556,13.5,25.4,0.174
225,Northern Illinois,31,18,13,0.581,-1.33,-2.16,,11,7,,11,4,,7,9,,2071,1998,,66.2,100.4,0.281,0.364,0.504,52.9,41.4,8.4,8.8,0.476,15.1,31.2,0.189
226,Northern Iowa,31,25,6,0.806,9.83,1.45,,14,4,,16,0,,8,4,,2330,2006,,65.9,112.8,0.264,0.415,0.583,55.2,44.9,6.9,6.4,0.556,15.7,29.8,0.2
227,Northern Kentucky,32,23,9,0.719,0.28,-4.65,,13,5,,11,4,,10,5,,2317,2089,,68.7,104.6,0.34,0.453,0.533,49.7,53.7,11.7,5.4,0.502,15.5,30.4,0.234
228,Northwestern State,30,15,15,0.5,-10,-7.07,,11,9,,9,5,,5,10,,2265,2270,,74.5,100.9,0.331,0.365,0.543,50.7,48.4,7.8,10.8,0.507,19.1,31,0.243
229,Northwestern,31,8,23,0.258,5.35,10.51,,3,17,,5,11,,2,10,,2012,2172,,66.7,96.5,0.258,0.339,0.502,46.9,57.1,5.9,9.6,0.469,14,22,0.189
230,Notre Dame,32,20,12,0.625,11.21,5.62,,10,10,,15,4,,4,7,,2376,2197,,69,106.8,0.25,0.451,0.533,49.8,62.1,8.5,9.2,0.504,12.4,26.9,0.184
231,Oakland,33,14,19,0.424,-5.92,-3.1,,8,10,,8,5,,4,12,,2239,2301,,67.5,99,0.378,0.379,0.521,50,57.4,8.5,8.8,0.484,17.4,29.1,0.261
232,Ohio State,31,21,10,0.677,19.37,10.24,,11,9,,15,2,,4,7,,2234,1951,,66.8,107.9,0.367,0.414,0.563,53.8,54.7,7.5,10.2,0.523,16.6,30.7,0.276
233,Ohio,32,17,15,0.531,0.74,0.17,,8,10,,12,5,,4,8,,2286,2192,,68.8,103.8,0.292,0.425,0.546,51.3,57.3,9.3,6.8,0.522,16.3,27.1,0.201
234,Oklahoma State,32,18,14,0.563,12.01,10.51,,7,11,,10,6,,5,7,,2163,2115,,68.5,98.7,0.352,0.337,0.52,50.6,50.1,9.9,12.1,0.478,17,29.3,0.258
235,Oklahoma,31,19,12,0.613,13.48,10.64,,9,9,,12,3,,4,8,,2177,2089,,69.7,100.8,0.313,0.389,0.524,49.2,48,8.8,11.6,0.482,14.2,23.4,0.239
236,Old Dominion,32,13,19,0.406,0.02,0.06,,9,9,,10,4,,3,11,,2098,2099,,67.5,96.4,0.288,0.331,0.486,53.6,44.3,10,9.3,0.453,15.4,30.8,0.199
237,Oral Roberts,31,17,14,0.548,2.16,-1.58,,9,7,,13,1,,3,12,,2485,2265,,71.5,111.1,0.29,0.378,0.545,51.8,45.2,8.8,7,0.511,12.3,31.3,0.218
238,Oregon State,31,18,13,0.581,9.7,6.15,,7,11,,12,4,,3,8,,2207,2097,,66.6,106.9,0.388,0.349,0.559,49.4,59.4,9.3,13.7,0.516,15.3,26.5,0.292
239,Oregon,31,24,7,0.774,18.22,9.09,,13,5,,17,0,,5,5,,2352,2069,,66.1,111.7,0.289,0.373,0.567,51.5,52,11.4,9.6,0.543,15.1,32.7,0.202
240,Pacific,33,23,10,0.697,3.81,0.19,,11,5,,15,3,,7,5,,2300,2128,,65.9,103.1,0.348,0.283,0.527,56.3,45.4,8.5,11.8,0.498,15.5,33.5,0.232
241,Penn State,31,21,10,0.677,16.12,9.25,,11,9,,14,3,,5,6,,2327,2114,,71.4,105.1,0.31,0.396,0.525,50.8,53.2,10.5,12.1,0.495,13.6,29.3,0.214
242,Pennsylvania,27,16,11,0.593,1.07,-0.36,,8,6,,8,3,,6,7,,1991,1906,,71.6,102.6,0.249,0.446,0.548,49,54.4,8.2,7.6,0.53,15.8,22.8,0.166
243,Pepperdine,32,16,16,0.5,2.82,3.6,,8,8,,9,5,,6,7,,2441,2466,,71.6,104.5,0.33,0.375,0.545,48.9,56.5,8.4,10.1,0.5,15.4,26.9,0.262
244,Pittsburgh,33,16,17,0.485,6.8,7.32,,6,14,,11,7,,2,9,,2152,2169,,66,98.4,0.351,0.317,0.494,48.5,53.5,11.8,10.2,0.451,15.6,32.8,0.25
245,Portland State,32,18,14,0.563,-1.5,-2.43,,12,8,,11,3,,6,11,,2518,2412,,72.5,108.5,0.306,0.302,0.531,50.7,46.6,11.9,9.9,0.498,14.7,36.8,0.22
246,Portland,32,9,23,0.281,-6.53,1.97,,1,15,,7,9,,2,9,,2126,2309,,70.5,93.5,0.329,0.358,0.52,45.7,55.5,7.9,10,0.49,17.9,20.2,0.223
247,Prairie View,32,19,13,0.594,-6.26,-8.36,,14,4,,12,0,,6,12,,2302,2186,,72.7,98.2,0.404,0.269,0.526,49.5,57.2,11.8,8.6,0.484,17.5,28.1,0.286
248,Presbyterian,32,10,22,0.313,-15.06,-6.93,,7,11,,7,6,,3,14,,2155,2346,,67.2,99.4,0.347,0.358,0.542,50.2,51,8.7,5.6,0.508,18.9,26.6,0.247
249,Princeton,27,14,13,0.519,-0.75,-1.48,,9,5,,7,6,,5,6,,1931,1866,,67.2,106,0.278,0.439,0.568,50.9,52.2,9.5,5.6,0.541,16.7,25.5,0.204
250,Providence,31,19,12,0.613,13.45,8.19,,12,6,,13,3,,5,6,,2214,2051,,69.6,102.3,0.359,0.366,0.511,51.6,58.2,11.9,9.6,0.473,16.1,33.7,0.249
251,Purdue,31,16,15,0.516,16.3,10.76,,9,11,,11,5,,4,8,,2114,1942,,64.7,102.9,0.258,0.362,0.504,53,54.2,9.8,11.3,0.478,14.6,34.9,0.177
252,Quinnipiac,30,15,15,0.5,-7.66,-6.53,,10,10,,9,5,,5,9,,2088,2122,,68.9,101,0.282,0.513,0.543,51.2,57.9,6.6,9.3,0.509,17.6,26.9,0.215
253,Radford,32,21,11,0.656,-2.67,-5.71,,15,3,,11,4,,9,6,,2302,2115,,65,110.2,0.317,0.39,0.552,53.1,50.8,8.1,7.1,0.533,14.1,31.5,0.204
254,Rhode Island,30,21,9,0.7,9.25,4.78,,13,5,,12,3,,8,5,,2200,2066,,71.8,101.2,0.371,0.291,0.505,50.5,48.3,11.6,10.3,0.469,14,30.4,0.251
255,Rice,32,15,17,0.469,-3.09,-0.76,,7,11,,8,7,,5,8,,2363,2375,,71.4,103.5,0.334,0.505,0.551,49.7,56.8,8.3,5.7,0.518,16.6,25.5,0.241
256,Richmond,31,24,7,0.774,11.31,2.76,,14,4,,14,2,,9,3,,2335,2070,,69.3,107.9,0.278,0.379,0.568,49.4,56.8,11.6,7.4,0.535,14.1,22.6,0.216
257,Rider,30,18,12,0.6,-3.09,-5.49,,12,8,,11,1,,5,11,,2152,2080,,71.8,99.9,0.408,0.333,0.522,53.4,51.8,9.4,7.9,0.491,17,30.6,0.266
258,Robert Morris,34,20,14,0.588,-4.73,-6.33,,13,5,,12,3,,7,11,,2373,2280,,67.5,103.4,0.258,0.398,0.537,49.6,64.3,9.5,5.8,0.516,16.4,29.4,0.173
259,Rutgers,31,20,11,0.645,15.72,9.68,,11,9,,18,1,,2,8,,2168,1942,,67.7,102.5,0.291,0.3,0.516,54,47.8,9.6,13.6,0.493,15.3,32.4,0.187
260,Sacramento State,30,16,14,0.533,-2.08,-2.76,,8,12,,10,4,,4,10,,1895,1791,,64.5,97.9,0.315,0.284,0.499,52.9,55.3,10.7,11.3,0.461,16.4,32.7,0.227
261,Sacred Heart,33,20,13,0.606,-4.75,-7.4,,12,6,,9,4,,10,8,,2420,2291,,69.9,104.9,0.336,0.392,0.532,54.7,51.6,7.1,9.8,0.494,16.8,36.2,0.246
262,Saint Francis (PA),32,22,10,0.688,-2.05,-6.5,,13,5,,13,2,,8,8,,2485,2298,,70.3,110,0.335,0.295,0.557,52.2,41.6,9.9,7.5,0.521,14.9,32.3,0.251
263,Saint Joseph's,32,6,26,0.188,-5.54,4.93,,2,16,,4,10,,2,12,,2208,2543,,71.3,96.5,0.291,0.497,0.499,47.3,52.6,6.6,6.8,0.466,15.8,26.1,0.205
264,Saint Louis,31,23,8,0.742,9.41,3.07,,12,6,,15,3,,6,4,,2223,2020,,68.7,103.1,0.401,0.271,0.518,54.6,54.9,10.8,12.6,0.5,15.6,34,0.232
265,Saint Mary's (CA),34,26,8,0.765,12.27,5.24,,11,5,,14,3,,6,3,,2559,2276,,65,112.4,0.302,0.362,0.581,51.4,43.8,9.8,5.3,0.551,13.2,25.1,0.228
266,Saint Peter's,30,18,12,0.6,-3.67,-5.9,,14,6,,11,3,,6,9,,1990,1923,,68.6,96.3,0.38,0.325,0.506,53.9,46.9,10.8,13.6,0.46,19.7,35.6,0.274
267,Sam Houston State,31,18,13,0.581,-5.17,-6.5,,11,9,,12,3,,6,10,,2417,2245,,74.4,102.7,0.301,0.356,0.546,49.4,56.2,12.2,9,0.512,16.7,28.8,0.224
268,Samford,33,10,23,0.303,-13.13,-1.13,,4,14,,7,8,,3,14,,2448,2711,,74.6,98.7,0.34,0.33,0.528,48.4,45.4,9.4,9.2,0.487,18.1,28.6,0.253
269,San Diego State,32,30,2,0.938,18.38,3.93,,17,1,,14,1,,11,0,,2395,1903,,66.1,113.3,0.285,0.42,0.579,52.5,55.5,10.5,8.9,0.548,14.3,28.9,0.22
270,San Diego,32,9,23,0.281,-3.52,4.35,,2,14,,6,9,,3,10,,2101,2319,,70.9,91.5,0.31,0.343,0.497,48.5,50.9,8.1,8.3,0.466,18,25.5,0.209
271,San Francisco,34,22,12,0.647,8.56,3.84,,9,7,,12,5,,7,6,,2546,2339,,69.2,107.1,0.294,0.439,0.545,52.4,45.3,10.1,7.8,0.515,15,29.6,0.212
272,San Jose State,31,7,24,0.226,-7.55,5.15,,3,15,,6,10,,1,12,,2167,2523,,74.1,93.9,0.339,0.46,0.499,46,55.5,8.6,8.1,0.458,16.5,24.5,0.243
273,Santa Clara,33,20,13,0.606,1.95,0.63,,6,10,,16,5,,3,7,,2498,2365,,73,103.4,0.351,0.371,0.564,48.9,57.8,9.4,8.5,0.528,16.7,21.7,0.261
