,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
272,Seattle,34,20,14,0.588,-2.32,-3.09,,8,6,,16,3,,3,10,,2589,2468,,70.3,107.1,0.353,0.427,0.561,52.4,52.6,6.9,9.6,0.525,17.3,30.6,0.261
273,Seton Hall NCAA,34,22,12,0.647,15.67,10.11,,10,8,,14,3,,5,6,,2701,2512,,71.1,111,0.352,0.33,0.558,53.1,54.3,8.6,9.1,0.529,15.2,34.2,0.246
274,Siena,32,8,24,0.25,-10.46,-2.99,,4,14,,7,8,,1,15,,2166,2405,,67.2,97.3,0.364,0.335,0.516,51.1,47.2,6.9,8.8,0.482,18.7,31.4,0.247
275,South Alabama,32,14,18,0.438,-5.43,-2.87,,7,11,,11,4,,2,13,,2228,2218,,71.1,97.6,0.378,0.436,0.529,49.3,52.9,7.5,10.8,0.492,18.5,26.3,0.264
276,South Carolina State,32,10,22,0.313,-20.18,-8.78,,6,10,,8,5,,2,16,,2355,2660,,73.4,99.5,0.362,0.315,0.516,47.6,42.5,7.1,6.3,0.478,16.3,30.2,0.253
277,South Carolina Upstate,32,7,25,0.219,-17.46,-4.35,,2,12,,6,7,,0,17,,2424,2723,,71.1,105.7,0.225,0.466,0.535,46.4,51,8.5,7,0.511,14,27.3,0.163
278,South Carolina,33,17,16,0.515,9.45,9.23,,7,11,,10,5,,4,8,,2313,2277,,69.7,99.9,0.421,0.373,0.507,52.4,56,7.8,9.6,0.461,16.6,33.8,0.295
279,South Dakota State NCAA,35,28,7,0.8,6.84,-0.38,,13,1,,15,0,,8,5,,2958,2599,,72.3,115.7,0.354,0.432,0.59,52.2,46.6,6.7,5.9,0.554,12.3,24.8,0.269
280,South Dakota,35,26,9,0.743,6.17,-2.6,,11,3,,13,2,,9,5,,2832,2404,,72.1,112.2,0.346,0.32,0.569,52.5,45.5,9.5,5.3,0.533,13.5,29.7,0.26
281,South Florida,32,10,22,0.313,-7.27,0.05,,3,15,,7,11,,3,10,,2026,2260,,65.5,96.3,0.331,0.339,0.518,49.2,53.6,7.8,6.6,0.48,18.7,28.8,0.24
282,Southeast Missouri State,31,14,17,0.452,-8.13,-4.88,,8,10,,7,7,,6,9,,2355,2413,,69.1,109,0.376,0.427,0.578,48.5,53.1,8.2,4.9,0.544,16,26.4,0.274
283,Southeastern Louisiana,34,22,12,0.647,-6.4,-6.2,,15,3,,10,3,,10,7,,2439,2357,,69.1,103.9,0.362,0.373,0.544,49.1,57.4,9.6,7.5,0.519,17.3,30.5,0.238
284,Southern California,36,24,12,0.667,12.82,6.29,,12,6,,13,5,,6,5,,2798,2563,,68.7,111.6,0.299,0.362,0.564,50.7,55.7,9.1,11.2,0.538,13.4,30,0.211
285,SIU Edwardsville,30,9,21,0.3,-12.43,-3.36,,5,13,,4,9,,5,11,,2090,2362,,70.4,99,0.33,0.372,0.514,48.8,50.8,6.8,7.6,0.478,16.7,29.3,0.233
286,Southern Illinois,33,20,13,0.606,1.37,0.65,,11,7,,13,3,,5,8,,2308,2280,,66.9,103,0.328,0.332,0.549,48.9,55.3,11.1,10.6,0.521,16.7,25.9,0.228
287,Southern Methodist,33,17,16,0.515,9.08,3.66,,6,12,,13,5,,2,8,,2293,2114,,64.4,107.8,0.305,0.404,0.546,50.3,58.2,11.5,9.9,0.52,15.4,32.7,0.209
288,Southern Mississippi,34,16,18,0.471,-4.26,1.31,,7,11,,11,3,,2,11,,2401,2449,,67.8,103.8,0.293,0.383,0.538,45.9,57.3,10.2,5.8,0.51,13,21.7,0.206
289,Southern Utah,32,13,19,0.406,-7.64,-0.88,,5,13,,9,5,,2,13,,2416,2583,,73.1,102.5,0.37,0.374,0.544,48.5,45.4,7,8,0.504,15.5,23.8,0.273
290,Southern,33,15,18,0.455,-14.54,-9.57,,10,8,,11,3,,4,14,,2279,2369,,69.8,98.2,0.409,0.271,0.493,51.6,47.5,8.1,9.9,0.449,15.8,33.7,0.279
291,St. Bonaventure NCAA,34,26,8,0.765,8.87,2.61,,14,4,,13,1,,9,4,,2620,2407,,69.4,109.5,0.405,0.337,0.561,50.5,53.4,10,10.8,0.516,14.3,29.2,0.305
292,St. Francis (NY),31,13,18,0.419,-12.25,-7.32,,10,8,,10,3,,3,13,,2260,2357,,70.8,101.3,0.313,0.415,0.521,47,45.5,10.1,7,0.487,15.2,27.5,0.223
293,St. John's (NY),33,16,17,0.485,10.29,10.69,,4,14,,9,7,,2,7,,2412,2397,,71.1,100.9,0.301,0.353,0.528,45.9,48.7,11.8,15.7,0.492,14.7,23.7,0.223
294,Stanford,35,19,16,0.543,8.08,7.14,,11,7,,14,5,,4,7,,2655,2622,,72.2,104.4,0.416,0.315,0.552,53.9,50.7,7.2,8.7,0.519,17.9,32.8,0.285
295,Stephen F. Austin NCAA,35,28,7,0.8,2.67,-6.46,,14,4,,16,1,,9,5,,2819,2386,,73.8,109.1,0.398,0.316,0.576,52.6,49.8,14,9.7,0.544,18.1,33.5,0.28
296,Stetson,32,12,20,0.375,-12.38,-6.46,,4,10,,7,9,,5,11,,2412,2496,,73.1,102.4,0.252,0.354,0.525,47.5,51.9,9.7,7.4,0.503,13.2,24.1,0.17
297,Stony Brook,32,13,19,0.406,-5.09,-2.28,,7,9,,7,7,,6,11,,2205,2249,,69.6,98.3,0.325,0.406,0.512,50.2,54.8,11.6,8.4,0.484,17.2,30.5,0.213
298,Syracuse NCAA,37,23,14,0.622,12.89,10.02,,8,10,,14,5,,4,6,,2466,2360,,64.2,102.4,0.405,0.328,0.518,52.6,47.5,10.7,17.4,0.469,16.2,34.6,0.298
299,Temple,33,17,16,0.515,7.25,7.79,,8,10,,8,5,,4,10,,2308,2326,,67.5,102.9,0.256,0.389,0.517,47.1,49.8,9.8,9,0.493,13.8,27.7,0.174
300,Tennessee-Martin,31,10,21,0.323,-10.51,-4.96,,5,13,,5,9,,5,12,,2135,2253,,68.5,99.4,0.236,0.36,0.532,49.5,48.3,10,11.3,0.506,18.3,29,0.171
301,Tennessee State,30,15,15,0.5,-5.34,-2.98,,10,8,,9,5,,6,9,,1997,2010,,67,97.8,0.375,0.422,0.538,49.7,48.7,10.4,10.4,0.496,19.2,26.3,0.277
302,Tennessee Tech,33,19,14,0.576,-5.83,-3.54,,10,8,,11,3,,5,10,,2413,2388,,72.1,101,0.369,0.362,0.534,49.3,55.8,10.5,9.2,0.502,17.2,28.2,0.251
303,Tennessee NCAA,35,26,9,0.743,18.2,10.12,,13,5,,13,2,,8,4,,2584,2301,,67.1,109.3,0.355,0.357,0.549,51.4,62.1,9.4,12.8,0.508,15.2,33.3,0.269
304,Texas A&M-Corpus Christi,29,11,18,0.379,-12.3,-6.56,,8,10,,7,6,,4,11,,1963,2057,,69.9,96,0.379,0.275,0.523,50.7,46.7,9.6,9.3,0.482,19.7,29.7,0.272
305,Texas A&M NCAA,35,22,13,0.629,15.3,10.62,,9,9,,13,3,,4,7,,2631,2467,,70.9,106.1,0.32,0.33,0.538,54.3,55.1,7.7,15.3,0.514,16.3,33.9,0.212
306,Texas-Arlington,34,21,13,0.618,2.2,-1.43,,10,8,,13,2,,4,10,,2640,2500,,74,104.6,0.347,0.398,0.552,52.2,58.8,9.1,12.4,0.523,17.5,30.6,0.24
307,Texas Christian NCAA,33,21,12,0.636,16.38,9.68,,9,9,,15,3,,3,7,,2708,2487,,70,115.1,0.342,0.352,0.59,54.5,62.8,9.1,9.4,0.566,15.4,34.1,0.241
308,Texas-El Paso,31,11,20,0.355,-5.3,-0.2,,6,12,,9,8,,2,8,,2094,2197,,69.5,97.2,0.312,0.384,0.525,46.6,43.5,6,8.7,0.499,16,19.6,0.209
309,Texas-Rio Grande Valley,33,15,18,0.455,-7.71,-2.84,,6,8,,9,7,,6,10,,2490,2584,,75.8,98.8,0.405,0.322,0.507,48.3,59.9,10,8.4,0.454,15.4,28.4,0.3
310,Texas-San Antonio,35,20,15,0.571,-1.24,-0.93,,11,7,,12,4,,6,8,,2740,2628,,74,105.4,0.295,0.44,0.54,51.1,50.6,8.4,7.5,0.516,14.8,27.8,0.199
311,Texas Southern NCAA,36,16,20,0.444,-7.53,-5.53,,12,6,,8,2,,5,17,,2787,2859,,72.7,105.8,0.429,0.37,0.548,48.5,47.4,7.9,9.3,0.505,15.1,28.4,0.311
312,Texas State,33,15,18,0.455,-5.83,-3.44,,7,11,,7,7,,6,9,,2190,2172,,65.4,100.7,0.365,0.364,0.524,52.4,58,8.2,8.5,0.494,17.4,32.5,0.241
313,Texas Tech NCAA,37,27,10,0.73,19.38,9.6,,11,7,,17,1,,4,6,,2759,2397,,68.3,108.4,0.393,0.335,0.555,52.6,54.9,10.3,12.8,0.52,15.4,32.9,0.276
314,Texas NCAA,34,19,15,0.559,13.96,10.67,,8,10,,13,4,,3,7,,2450,2338,,66.9,103.9,0.33,0.381,0.527,50,44.7,8.9,12.8,0.5,14.6,29.5,0.219
315,Toledo,34,23,11,0.676,2.65,-1.75,,13,5,,12,4,,9,6,,2687,2532,,69.9,113,0.371,0.417,0.585,51.2,57.8,5.3,9.3,0.551,14.7,27.7,0.273
316,Towson,32,18,14,0.563,-0.14,-3.14,,8,10,,10,4,,4,9,,2446,2279,,68.7,109.5,0.35,0.306,0.55,53.8,42.9,9.4,12.7,0.522,15.4,35.1,0.24
317,Troy,33,16,17,0.485,-1.5,-2.11,,9,9,,10,4,,4,10,,2475,2408,,69.9,106.5,0.343,0.449,0.551,49.8,51.3,7.1,10,0.515,15.4,27.3,0.252
318,Tulane,31,14,17,0.452,1.21,2.08,,5,13,,9,7,,3,8,,2269,2296,,69.7,104.2,0.345,0.373,0.548,49,60.4,7.2,10.5,0.515,16.5,27.5,0.246
319,Tulsa,31,19,12,0.613,4.96,2.38,,12,6,,13,2,,4,7,,2277,2197,,68.1,106.6,0.416,0.41,0.549,52,51.9,6.5,6.4,0.507,16.1,32,0.302
320,UCLA NCAA,33,21,12,0.636,12.07,6.86,,11,7,,14,2,,3,7,,2679,2507,,71.4,111.1,0.355,0.404,0.569,51.8,53.4,7.6,10.3,0.537,14.5,28.4,0.256
321,Utah State,34,17,17,0.5,2.31,2.65,,8,10,,11,4,,2,12,,2489,2466,,68.8,106,0.329,0.457,0.565,49.7,54.8,7.2,5.6,0.538,16.7,25.6,0.232
322,Utah Valley,34,23,11,0.676,5.08,-1.76,,10,4,,16,1,,6,9,,2657,2310,,70.1,111.1,0.378,0.361,0.587,54.7,59.3,8.5,10.6,0.552,17.3,32.3,0.28
323,Utah,35,23,12,0.657,11.4,6.4,,11,7,,15,3,,6,6,,2571,2396,,67.2,108.5,0.344,0.457,0.581,49.2,60.7,7.6,9.1,0.545,15.8,23.9,0.261
324,Valparaiso,32,15,17,0.469,0.63,0.93,,6,12,,8,4,,3,12,,2252,2182,,69.8,100.8,0.387,0.358,0.547,50.9,51.1,10.5,9.3,0.51,18.5,27.7,0.274
325,Vanderbilt,32,12,20,0.375,8.52,10.14,,6,12,,11,7,,1,10,,2316,2368,,66.5,108,0.362,0.461,0.557,50.4,50.6,7.2,8.7,0.518,15.4,28.8,0.269
326,Vermont,35,27,8,0.771,4.89,-3.17,,15,1,,12,2,,12,5,,2587,2277,,65.3,113.3,0.419,0.36,0.598,53.5,53.2,5.9,7.4,0.56,15.2,26.3,0.316
327,Villanova NCAA,40,36,4,0.9,26.64,10.24,,14,4,,12,1,,9,3,,3463,2807,,70.1,122.3,0.294,0.475,0.623,52.4,53.7,9.1,10.5,0.595,13.3,29.3,0.229
328,Virginia Commonwealth,33,18,15,0.545,3.55,2.42,,9,9,,11,7,,5,5,,2507,2470,,71.4,105.3,0.281,0.386,0.549,51,55.4,8.8,7.4,0.526,16.3,29,0.194
329,VMI,30,9,21,0.3,-15.43,-4.25,,4,14,,6,8,,3,12,,1954,2214,,70.4,92.5,0.276,0.407,0.5,47.4,51.7,10.5,8.7,0.463,18.4,25.7,0.204
330,Virginia Tech NCAA,33,21,12,0.636,14.35,6.72,,10,8,,14,4,,6,5,,2634,2382,,69.9,113,0.365,0.399,0.602,48.8,58.2,8.2,6.6,0.577,15.3,23.9,0.259
331,Virginia NCAA,34,31,3,0.912,22.21,9.07,,17,1,,16,1,,10,1,,2283,1836,,60.6,110.4,0.245,0.35,0.555,51.2,54,11.2,12.3,0.527,12.3,26.9,0.184
332,Wagner,33,23,10,0.697,-3.19,-6.9,,14,4,,16,1,,7,9,,2448,2256,,69.6,106.2,0.359,0.392,0.533,53.7,52.4,9.5,11.5,0.496,16.4,36.3,0.255
333,Wake Forest,31,11,20,0.355,7.76,8.79,,4,14,,7,9,,3,8,,2273,2305,,69.9,104.9,0.319,0.353,0.54,51,53.9,8.4,10.4,0.505,16.2,30.5,0.235
334,Washington State,31,12,19,0.387,0.67,5.22,,4,14,,8,8,,1,10,,2270,2411,,69.4,104.7,0.247,0.504,0.566,47.1,56.2,7.6,6.2,0.541,17.3,24.6,0.182
335,Washington,34,21,13,0.618,7.65,6.06,,10,8,,16,4,,4,6,,2535,2481,,70.7,104.4,0.367,0.338,0.55,48.1,44.2,11.3,13.8,0.517,16.4,28.9,0.257
336,Weber State,31,20,11,0.645,0.01,-2.88,,13,5,,12,3,,7,4,,2434,2195,,70,110.7,0.35,0.39,0.606,49.3,50.8,7.3,9.6,0.573,15.5,19.1,0.268
337,West Virginia NCAA,37,26,11,0.703,19.88,9.36,,11,7,,14,3,,5,5,,2964,2575,,70.5,113.2,0.313,0.384,0.543,52.5,54.2,11.5,15.9,0.504,13.3,36.8,0.24
338,Western Carolina,32,13,19,0.406,-11.9,-1.63,,8,10,,8,5,,3,12,,2190,2419,,71,96.3,0.317,0.373,0.505,48,55.2,11.2,8.9,0.473,18,30.5,0.216
339,Western Illinois,28,12,16,0.429,-11.07,-2.28,,3,11,,11,5,,1,10,,2012,2009,,69.8,101.5,0.284,0.328,0.552,50,41.1,6.9,10.5,0.525,16.1,21.1,0.203
340,Western Kentucky,38,27,11,0.711,11.08,3.65,,14,4,,14,3,,9,5,,2979,2674,,69.7,112.1,0.398,0.269,0.574,51.5,47.9,10.2,9.6,0.54,14.5,29.7,0.285
341,Western Michigan,32,17,15,0.531,-2.22,-1.99,,9,9,,10,6,,6,7,,2402,2349,,69.4,107.7,0.342,0.352,0.536,50.8,47.9,9.4,9.8,0.499,13.3,30.5,0.249
342,Wichita State NCAA,33,25,8,0.758,16.58,5.46,,14,4,,13,3,,9,2,,2731,2364,,70,117.3,0.348,0.392,0.583,57.1,63.7,6.6,11.1,0.551,14.1,35.6,0.257
343,William & Mary,31,19,12,0.613,-1.36,-1.32,,11,7,,11,3,,7,8,,2636,2531,,71.4,117.6,0.332,0.436,0.639,50.4,60.2,7.8,10.5,0.605,15.6,22.4,0.269
344,Winthrop,31,19,12,0.613,-1.63,-5.84,,12,6,,11,3,,7,9,,2464,2219,,72.4,109.8,0.346,0.439,0.587,51.3,53,9.4,12.4,0.559,17,27.2,0.25
345,Wisconsin,33,15,18,0.455,10.38,9.5,,7,11,,11,7,,3,8,,2206,2177,,63.4,104.9,0.327,0.364,0.539,49.7,51.8,8.6,9.7,0.509,14.7,28.4,0.228
346,Wofford,34,21,13,0.618,-0.96,-2.45,,11,7,,12,5,,7,7,,2578,2405,,67.8,111.9,0.282,0.454,0.596,50.3,57.9,9.5,8.3,0.566,16,25.2,0.22
347,Wright State NCAA,35,25,10,0.714,0.58,-3.64,,14,4,,14,2,,8,7,,2500,2307,,69.9,101.4,0.358,0.348,0.529,51.8,52.7,9.4,6.5,0.491,16.3,28.9,0.256
348,Wyoming,33,20,13,0.606,4.26,3.54,,10,8,,13,4,,5,7,,2633,2597,,74.7,103.3,0.403,0.45,0.564,47.1,59.3,8.4,9.8,0.523,16.1,19.2,0.298
349,Xavier NCAA,35,29,6,0.829,19.08,9.45,,15,3,,17,1,,9,2,,2953,2616,,72.3,115.5,0.41,0.358,0.601,55.1,57.3,8,8.4,0.559,15.2,30.2,0.32
350,Yale,31,16,15,0.516,-4.19,-2.83,,9,5,,9,3,,7,11,,2312,2288,,70.1,105.5,0.307,0.422,0.562,49.8,61,9.3,8.2,0.533,16.5,26,0.221
351,Youngstown State,32,8,24,0.25,-13.66,-2.56,,6,12,,6,6,,2,13,,2410,2647,,74.2,100.7,0.276,0.337,0.505,50.8,49.3,11.1,10.4,0.483,16.2,35.7,0.176
