,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
136,Jackson State,31,11,20,0.355,-11.62,-8.72,,7,11,,6,6,,5,13,,2041,2131,,67.8,96.2,0.403,0.242,0.502,51.1,41.6,8.9,10.1,0.452,18.6,33.4,0.292
137,Jacksonville State,31,10,21,0.323,-11.97,-5.14,,4,12,,7,6,,2,14,,2014,2176,,63.7,102,0.426,0.331,0.513,47.6,53.4,9.9,9.8,0.473,15.2,31.3,0.287
138,Jacksonville,30,12,18,0.4,-11.86,-4.86,,8,10,,10,5,,2,13,,2231,2385,,70.7,105.2,0.433,0.32,0.535,48.2,52,10.4,9.2,0.492,16.4,32.8,0.307
139,James Madison,31,11,20,0.355,-7.65,-2.2,,6,10,,5,5,,4,12,,1961,2130,,64.7,97.3,0.474,0.35,0.506,49,42,9,9.5,0.457,16.4,29.6,0.325
140,Kansas State NCAA,33,20,13,0.606,12.14,8.47,,10,8,,15,2,,2,7,,2280,2159,,65.6,104.2,0.403,0.325,0.52,50.7,63,9.4,8,0.488,15.6,34.7,0.264
141,Kansas NCAA,35,25,10,0.714,20.25,11.4,,14,4,,14,1,,5,6,,2764,2454,,68.6,114.3,0.483,0.287,0.58,55.5,54.8,8.4,14.6,0.542,16.3,37.3,0.343
142,Kennesaw State,31,6,25,0.194,-16.16,-4.05,,3,15,,4,11,,2,14,,2016,2304,,68.2,95.3,0.375,0.334,0.511,47.9,48.6,8.6,7.9,0.48,20,31.7,0.243
143,Kent State,32,16,16,0.5,-1.81,-1.94,,7,11,,11,7,,5,9,,2228,2188,,66.5,103.8,0.369,0.375,0.53,49.3,47.3,9.3,9.7,0.494,15.7,30.5,0.26
144,Kentucky NCAA,40,29,11,0.725,18.07,9.9,,12,6,,16,2,,5,5,,2992,2665,,65.9,112.4,0.518,0.276,0.543,56.6,44.4,7.1,14.9,0.5,14.5,41.4,0.353
145,La Salle,31,15,16,0.484,4.1,4.75,,7,9,,8,5,,4,8,,2100,2120,,65.2,102.2,0.391,0.312,0.508,50,53.5,8.4,8.2,0.464,14.8,33.1,0.277
146,Lafayette,31,11,20,0.355,-7.64,-3.38,,6,12,,6,7,,5,13,,2212,2315,,65.6,107.9,0.339,0.349,0.574,47.3,51.2,7.9,6.1,0.54,16.3,26.8,0.252
147,Lamar,30,4,26,0.133,-16.61,-6.04,,3,15,,2,11,,1,14,,2001,2318,,69.4,96.1,0.398,0.193,0.517,46.8,50.8,7.7,7.1,0.467,17.8,27.6,0.296
148,Lehigh,32,14,18,0.438,-6.52,-3.83,,7,11,,9,5,,4,11,,2121,2207,,65.5,99.6,0.327,0.316,0.523,47.6,54.9,7.5,9,0.488,15.9,26,0.231
149,Liberty,32,11,21,0.344,-10.26,-7.47,,5,11,,7,8,,2,12,,2250,2234,,65.4,107.4,0.349,0.282,0.542,54.8,51.8,7.2,10.1,0.509,17,37.9,0.246
150,Lipscomb,30,15,15,0.5,-8.2,-5.13,,10,8,,7,5,,8,10,,2276,2355,,71,106,0.475,0.462,0.552,46.9,57.2,9.4,5.7,0.514,15.4,26.7,0.325
151,Cal State Long Beach,32,15,17,0.469,1.44,2.71,,10,6,,9,4,,5,9,,2236,2255,,66.5,103.8,0.319,0.322,0.51,51,49.3,8.6,7,0.482,15.1,35.7,0.211
152,Long Island University,29,9,20,0.31,-13.66,-5.55,,4,12,,5,6,,4,11,,2080,2315,,68.5,104.2,0.378,0.382,0.533,48.4,57.6,6.3,5.8,0.494,16,31,0.271
153,Longwood,32,8,24,0.25,-20.31,-5.56,,3,13,,5,9,,3,12,,2235,2570,,69.7,100.2,0.32,0.278,0.526,45.5,53,9.7,5.2,0.489,16.1,27.6,0.234
154,Louisiana NCAA,35,23,12,0.657,2.91,-0.28,,11,7,,13,2,,6,9,,2835,2633,,71.2,111.4,0.429,0.315,0.554,52.3,47.8,9.8,10.2,0.522,15.2,36.3,0.288
155,Louisiana-Monroe,27,10,17,0.37,-5.21,0.02,,7,11,,6,6,,4,10,,1738,1851,,64.9,97.4,0.365,0.306,0.504,50,54.3,8.6,9.7,0.476,16.4,30,0.231
156,Louisiana State,34,20,14,0.588,10.05,6.61,,9,9,,13,3,,4,9,,2540,2423,,70.1,105.3,0.342,0.327,0.529,51.8,52.2,10.8,14,0.5,16.2,34.9,0.229
157,Louisiana Tech,37,29,8,0.784,12.44,-1.2,,13,3,,14,1,,10,5,,2998,2460,,72.1,112,0.415,0.38,0.548,51.7,56.3,12.7,12.4,0.515,13.4,33.8,0.282
158,Louisville NCAA,37,31,6,0.838,24.69,4.8,,15,3,,16,2,,9,2,,2998,2262,,69,117.4,0.412,0.351,0.562,52.1,54,14.5,12.5,0.535,12.8,37.1,0.272
159,Loyola (IL),32,10,22,0.313,-4.75,-1.14,,4,14,,8,6,,0,14,,2105,2199,,63.2,102.4,0.377,0.339,0.555,48.7,56.3,8.6,7.3,0.522,18.4,27.3,0.265
160,Loyola Marymount,32,13,19,0.406,-0.49,4.03,,4,14,,6,6,,3,10,,2345,2468,,71.2,104.1,0.361,0.25,0.521,48.3,48.4,10.1,9.3,0.473,14.7,33.1,0.275
161,Loyola (MD),30,11,19,0.367,-10.58,-3.23,,6,12,,7,7,,4,12,,1957,2158,,65.5,98.4,0.413,0.275,0.498,46.2,49.4,11.9,11.6,0.458,15.4,30.7,0.275
162,Maine,29,6,23,0.207,-17.58,-4.72,,4,12,,4,9,,1,12,,2091,2404,,74.2,96.8,0.337,0.317,0.526,45.2,55.1,10.2,5.3,0.496,18.1,25.5,0.228
163,Manhattan NCAA,33,25,8,0.758,6.04,-0.9,,15,5,,9,3,,12,4,,2540,2311,,70.3,107.1,0.555,0.307,0.547,50.7,52.3,11.5,15.3,0.507,16.8,34.4,0.368
164,Marist,31,12,19,0.387,-4.94,-1.27,,9,11,,9,4,,3,11,,2119,2233,,67.4,99.8,0.403,0.334,0.512,47.9,48.2,9.5,10.2,0.466,15.7,29.7,0.288
165,Marquette,32,17,15,0.531,10.08,6.61,,9,9,,12,4,,4,8,,2310,2199,,66.3,105.6,0.448,0.267,0.529,52.3,59.3,9.2,9,0.487,14.9,34.1,0.309
166,Marshall,33,11,22,0.333,-4.42,-1.32,,4,12,,8,8,,2,12,,2385,2375,,69.6,103,0.422,0.338,0.513,49.1,47.4,9.1,9.8,0.484,15.5,33,0.263
167,Maryland-Baltimore County,30,9,21,0.3,-14.21,-6.55,,5,11,,8,5,,1,16,,1968,2185,,68.3,93.6,0.419,0.342,0.492,48,53.1,11.4,8.6,0.453,18.4,30.1,0.274
168,Maryland-Eastern Shore,30,6,24,0.2,-17.03,-6.61,,4,12,,5,8,,1,15,,1996,2251,,67,99.4,0.427,0.341,0.507,47.9,51.7,9.8,5.6,0.456,15.7,31.8,0.308
169,Maryland,32,17,15,0.531,11.33,8.08,,9,9,,12,4,,2,8,,2270,2166,,67.7,103.6,0.367,0.358,0.524,52.3,47.2,9.2,11.7,0.491,15.9,33.5,0.249
170,Massachusetts-Lowell,28,10,18,0.357,-13.71,-4.53,,8,8,,6,6,,4,12,,1718,1938,,64.5,94.7,0.379,0.406,0.503,46.3,58.8,9.1,7.1,0.46,18.1,28.2,0.267
171,Massachusetts NCAA,33,24,9,0.727,10.61,6,,10,6,,11,2,,7,4,,2502,2350,,71.7,105.3,0.392,0.261,0.538,51.9,55.4,9.5,12.3,0.504,16.1,34.4,0.268
172,McNeese State,31,11,20,0.355,-13.15,-4.01,,9,9,,7,3,,3,14,,2111,2358,,69,97.9,0.348,0.358,0.488,48.2,50.6,9.8,9.8,0.447,15.5,33.3,0.242
173,Memphis NCAA,34,24,10,0.706,13.02,7.14,,12,6,,15,2,,5,5,,2614,2397,,70.6,108.2,0.399,0.275,0.547,51.5,61.7,12.2,11,0.522,15.8,35.6,0.257
174,Mercer NCAA,36,27,9,0.75,5.33,-3.42,,14,4,,17,1,,9,7,,2836,2410,,65.7,115.8,0.384,0.367,0.582,52.9,59.7,8.6,11.8,0.547,14.7,34,0.282
175,Miami (FL),33,17,16,0.515,7.6,5.63,,7,11,,8,8,,6,6,,2029,1964,,58,104.1,0.361,0.341,0.512,51.9,48.6,8.3,11.4,0.476,14.5,33.5,0.248
176,Miami (OH),31,13,18,0.419,-4.37,0.13,,8,10,,8,6,,5,11,,2023,2160,,66.8,97,0.345,0.298,0.522,47.8,53.6,12.8,7.4,0.478,17.8,25.9,0.26
177,Michigan State NCAA,38,29,9,0.763,19.35,9.38,,12,6,,12,4,,7,3,,2870,2491,,66,113.3,0.337,0.363,0.573,53.7,62.2,10.2,13.4,0.545,14.7,32.2,0.239
178,Michigan NCAA,37,28,9,0.757,18.52,9.65,,15,3,,13,2,,7,4,,2736,2408,,62.5,117.5,0.349,0.401,0.592,50.1,55.6,8.2,6.3,0.557,12.7,28.6,0.266
179,Middle Tennessee,33,24,9,0.727,4.77,-0.78,,13,3,,14,2,,8,5,,2339,2067,,66,106.6,0.443,0.29,0.538,53.5,53.1,10.7,13.5,0.504,16.1,35.6,0.295
180,Milwaukee NCAA,35,21,14,0.6,-1.53,-0.44,,7,9,,7,6,,10,6,,2465,2469,,67.9,102.6,0.436,0.399,0.541,48.8,58.9,8.3,6.4,0.493,17.1,28.3,0.32
181,Minnesota,38,25,13,0.658,11.75,8.34,,8,10,,18,3,,4,7,,2715,2574,,64.5,108.9,0.398,0.377,0.556,50.5,57.5,11.6,11.8,0.513,15.4,31.4,0.296
182,Mississippi State,33,14,19,0.424,-0.86,2.75,,3,15,,11,7,,0,10,,2234,2353,,68.4,98.2,0.433,0.283,0.522,48.3,51.1,11.2,7.3,0.485,17.7,28.6,0.287
183,Mississippi Valley State,32,9,23,0.281,-21.08,-8.35,,5,13,,6,4,,1,17,,2293,2582,,73.9,97,0.366,0.334,0.505,47.9,44.2,10.4,4.4,0.47,17.1,29.9,0.245
184,Mississippi,33,19,14,0.576,7.84,5.36,,9,9,,12,5,,4,8,,2482,2400,,69.4,107.1,0.396,0.38,0.521,48.4,49.4,10.6,15.4,0.482,13.4,33.2,0.276
185,Missouri-Kansas City,30,10,20,0.333,-9,-1.93,,7,9,,5,9,,5,10,,2085,2295,,71.5,97.2,0.427,0.325,0.511,46.6,47.9,10.1,6.4,0.479,16.3,26.4,0.271
186,Missouri State,33,20,13,0.606,0.81,1.22,,9,9,,14,3,,4,8,,2262,2251,,64.7,104.8,0.408,0.365,0.537,49.1,52.7,7.4,9,0.496,14.6,27.4,0.289
187,Missouri,35,23,12,0.657,10.06,6.86,,9,9,,16,3,,3,7,,2553,2441,,65.8,109.8,0.525,0.325,0.566,53.5,43.1,7.6,9.2,0.512,16.4,34.7,0.389
188,Monmouth,32,11,21,0.344,-6.96,-2.9,,5,15,,8,8,,3,12,,2208,2338,,69.6,98,0.406,0.285,0.501,50.6,49.7,9.9,9.5,0.468,17.3,33.7,0.259
189,Montana State,31,14,17,0.452,-10.7,-5.83,,9,11,,9,5,,5,10,,2109,2165,,66,102.7,0.383,0.314,0.537,48.8,44.2,9.9,4.9,0.499,15.4,25.9,0.272
190,Montana,30,17,13,0.567,-4.52,-5.23,,12,8,,11,3,,6,9,,2123,2070,,61.4,112.9,0.454,0.402,0.592,45.6,48.4,8.1,7.1,0.552,14.3,24.6,0.336
191,Morehead State,34,20,14,0.588,-1.88,-3.1,,10,6,,9,5,,9,7,,2603,2483,,70.8,106.2,0.515,0.326,0.543,55.8,53,11.1,8.7,0.496,18.1,39.8,0.36
192,Morgan State,31,15,16,0.484,-5.81,-5.03,,11,5,,7,4,,5,9,,2215,2239,,69.3,101.1,0.415,0.287,0.495,50.3,49.3,8.7,12.6,0.465,15.3,36.1,0.254
193,Mount St. Mary's NCAA,33,16,17,0.485,-6.32,-4.44,,9,7,,10,3,,6,13,,2504,2566,,70,107.5,0.367,0.434,0.554,46.6,46.1,10,6.7,0.515,14.7,27.8,0.271
194,Murray State,34,23,11,0.676,0.98,-3.58,,13,3,,17,1,,6,9,,2647,2446,,68.4,113,0.465,0.354,0.571,51.5,49.5,8.7,10.3,0.541,15.3,34.3,0.312
195,Navy,30,9,21,0.3,-11.95,-5.46,,4,14,,7,6,,2,15,,1820,1957,,62.9,95.2,0.286,0.372,0.487,49.3,57.7,10.2,10.6,0.462,16.8,30.6,0.182
196,Omaha,32,17,15,0.531,-1.19,-2.78,,5,9,,11,4,,6,11,,2558,2404,,73.7,107.7,0.378,0.33,0.551,48.8,55.7,11.2,6.6,0.506,14.8,29.5,0.289
197,Nebraska NCAA,32,19,13,0.594,10.13,8.5,,11,7,,15,1,,3,8,,2137,2085,,65.4,102.2,0.423,0.335,0.528,48.6,42.3,10.6,9.3,0.483,14.7,25.7,0.303
198,Nevada-Las Vegas,33,20,13,0.606,8.55,2.76,,10,8,,12,7,,6,5,,2355,2164,,66.5,106.5,0.395,0.311,0.521,52.2,52.4,7.2,14.6,0.489,14,34.2,0.258
199,Nevada,32,15,17,0.469,1.98,3.48,,10,8,,7,8,,8,6,,2316,2364,,65.1,107.8,0.381,0.346,0.534,49.6,43.6,7.4,12.5,0.492,13.3,31.1,0.278
200,New Hampshire,30,6,24,0.2,-13.97,-5.9,,4,12,,3,11,,3,12,,1735,1945,,63.5,90.6,0.331,0.411,0.483,49.2,50,6.3,9.5,0.444,17.9,27.2,0.229
201,New Mexico State NCAA,36,26,10,0.722,6.16,-2.58,,12,4,,14,1,,8,7,,2771,2415,,66.9,113.8,0.535,0.273,0.576,53.5,50.6,6.9,13.5,0.539,16,37.5,0.368
202,New Mexico NCAA,34,27,7,0.794,12.72,4.84,,15,3,,13,2,,8,2,,2516,2248,,65.6,111.2,0.466,0.32,0.556,53.8,61.6,7.2,13.3,0.511,13.8,32.5,0.338
203,New Orleans,26,11,15,0.423,-15.03,-5.53,,8,10,,6,6,,5,9,,1858,1987,,72.6,98.5,0.503,0.28,0.523,51.7,51.4,9.1,7.9,0.476,19.7,35.5,0.343
204,Niagara,33,7,26,0.212,-8.16,-1.34,,3,17,,4,9,,1,14,,2484,2709,,73.8,102,0.486,0.284,0.518,47.6,39.5,9.4,5.6,0.472,15.8,32.1,0.331
205,Nicholls State,29,14,15,0.483,-13.13,-7.67,,10,8,,9,2,,4,12,,1986,2114,,66.8,101.6,0.388,0.365,0.526,47.9,54.2,8.6,8,0.5,15.7,28.9,0.246
206,NJIT,29,13,16,0.448,-12.52,-7.48,,0,0,,7,6,,6,10,,2109,2061,,68.8,104.8,0.368,0.353,0.548,49.1,54.1,9.3,10.8,0.51,16.5,28.7,0.266
207,Norfolk State,34,19,15,0.559,-7.82,-7.17,,11,5,,7,4,,7,8,,2428,2398,,66,107.4,0.394,0.285,0.549,52.5,53.7,9.2,11.9,0.515,17.1,37.4,0.273
208,North Carolina-Asheville,32,17,15,0.531,-6.81,-5.5,,10,6,,11,2,,5,10,,2486,2424,,70.2,109.9,0.433,0.328,0.563,52.1,48.1,9.1,14.6,0.517,16.5,35.5,0.323
209,North Carolina A&T,32,9,23,0.281,-16.43,-7.4,,5,11,,7,5,,1,17,,2089,2342,,67.5,95.7,0.593,0.347,0.501,50.5,47.7,6.9,12,0.435,19,33.5,0.415
210,North Carolina Central NCAA,34,28,6,0.824,3.97,-8.03,,16,1,,14,0,,11,5,,2513,2023,,64.7,112.5,0.476,0.297,0.559,52.6,59,11.7,12.4,0.513,14.8,36.6,0.347
211,North Carolina-Greensboro,32,14,18,0.438,-12.33,-6.12,,7,9,,9,7,,4,8,,2267,2373,,70.6,99.6,0.384,0.266,0.522,51.1,47,7.9,6.2,0.486,17.1,29.5,0.264
212,North Carolina State NCAA,36,22,14,0.611,9.02,7.44,,9,9,,13,6,,6,6,,2561,2504,,64.9,108.1,0.37,0.255,0.529,49.5,49.1,7.3,10.8,0.5,13.4,34.2,0.243
213,North Carolina-Wilmington,32,9,23,0.281,-8.75,-0.78,,3,13,,6,8,,3,14,,2018,2221,,64.8,95.9,0.329,0.276,0.474,48.8,46.7,9.1,11.2,0.44,14.7,32,0.216
214,North Carolina NCAA,34,24,10,0.706,15.24,8.42,,13,5,,15,3,,6,5,,2604,2372,,70,108.5,0.429,0.211,0.526,53.4,54.9,10.4,12.5,0.499,14.1,38.1,0.268
215,North Dakota State NCAA,33,26,7,0.788,6.31,-0.02,,12,2,,12,1,,10,5,,2492,2164,,63.9,117.7,0.409,0.275,0.593,53.2,43,9.7,13.1,0.555,13.4,31.7,0.307
216,North Dakota,34,17,17,0.5,-6.84,-3.78,,12,8,,11,3,,4,11,,2526,2537,,68.8,108,0.409,0.313,0.542,48.2,46.9,12.3,6.9,0.507,14,31.4,0.281
217,North Florida,32,16,16,0.5,-7.52,-3.32,,10,8,,9,5,,7,11,,2318,2377,,69.2,104.2,0.408,0.355,0.544,52,50.8,7.5,9.3,0.506,18.5,34,0.288
218,North Texas,32,16,16,0.5,-4.67,-1.53,,6,10,,9,7,,6,6,,2228,2313,,69.7,98.8,0.417,0.258,0.504,49.6,41.9,9.3,8.9,0.462,15.5,29.9,0.283
219,Northeastern,32,11,21,0.344,-3.11,-0.3,,7,9,,4,8,,4,9,,2109,2199,,64.8,100.6,0.444,0.284,0.515,51.3,50.5,8.2,9,0.48,17,32.7,0.287
220,Northern Arizona,32,15,17,0.469,-6.6,-4.37,,12,8,,9,4,,6,10,,2144,2189,,63.6,104.5,0.342,0.283,0.538,52.5,44.2,9.7,11.9,0.503,16.9,33.7,0.244
221,Northern Colorado,32,18,14,0.563,-4.33,-6.09,,11,9,,13,3,,4,11,,2364,2248,,64.1,113.9,0.372,0.281,0.573,51.8,44.9,8.8,6.6,0.547,15,34.4,0.255
222,Northern Illinois,32,15,17,0.469,-3.54,-1.28,,8,10,,10,7,,5,9,,1992,2012,,63.8,95.7,0.5,0.299,0.487,53,42,10.1,10.7,0.432,18.7,37.2,0.342
223,Northern Iowa,31,16,15,0.516,5.29,2.85,,10,8,,11,2,,3,10,,2256,2149,,65.6,110.1,0.382,0.432,0.564,49.4,57.2,8.5,8.4,0.528,14.2,26.3,0.276
224,Northern Kentucky,30,9,21,0.3,-10.53,-4.97,,5,13,,7,7,,2,12,,2044,2211,,64.3,104.7,0.357,0.404,0.54,47.7,47.4,8.3,8.6,0.506,15.5,28.4,0.252
225,Northwestern State,31,17,14,0.548,-3.59,-4.66,,12,6,,10,3,,6,10,,2686,2599,,77.6,109.9,0.394,0.259,0.555,48.5,53.5,11,12.2,0.514,14.8,33,0.292
226,Northwestern,33,14,19,0.424,4.72,8.57,,6,12,,8,9,,5,7,,1964,2091,,62.6,94.4,0.355,0.422,0.5,46.7,54.7,6.8,9.7,0.461,15.5,22.5,0.248
227,Notre Dame,32,15,17,0.469,8.19,6.78,,6,12,,13,6,,1,9,,2303,2258,,64,110.3,0.3,0.346,0.547,50.9,57.7,9,8.1,0.517,13.6,32.1,0.216
228,Oakland,33,13,20,0.394,-2.23,2.78,,7,9,,10,5,,3,11,,2455,2554,,68.8,106.9,0.387,0.399,0.549,46.2,63.6,10,5.7,0.508,14.1,25.3,0.283
229,Ohio State NCAA,35,25,10,0.714,17.84,8.12,,10,8,,17,3,,5,5,,2432,2092,,65.1,106.1,0.423,0.329,0.54,50.2,49.9,11.8,12.2,0.503,14.9,29.6,0.291
230,Ohio,37,25,12,0.676,2.7,-1.17,,11,7,,14,7,,10,4,,2647,2480,,67.2,107.5,0.342,0.381,0.557,50,59.7,9.7,11.4,0.526,16.7,29.2,0.244
231,Oklahoma State NCAA,34,21,13,0.618,19.02,8.34,,8,10,,13,3,,3,7,,2728,2365,,69.5,112.8,0.497,0.338,0.569,48.8,51.6,10.8,12.2,0.524,12.9,28,0.357
232,Oklahoma NCAA,33,23,10,0.697,14.91,8.97,,12,6,,14,3,,5,4,,2704,2508,,71.7,112.9,0.394,0.37,0.56,50.9,53.1,9.4,8.4,0.517,13.5,32.4,0.295
233,Old Dominion,36,18,18,0.5,-1.12,-0.81,,9,7,,12,6,,5,9,,2311,2322,,64.2,99.3,0.393,0.303,0.505,51.5,46.3,9.7,11.4,0.477,17.2,34,0.244
234,Oral Roberts,33,17,16,0.515,-2.94,-4.43,,10,8,,9,4,,5,11,,2357,2287,,65.5,108.3,0.414,0.248,0.545,52.1,47.9,7.9,11.4,0.504,14.8,33.4,0.298
235,Oregon State,32,16,16,0.5,6.03,5.87,,8,10,,12,5,,3,9,,2425,2420,,68.3,109.7,0.509,0.267,0.578,50.7,52.1,7,11.5,0.541,17.1,31,0.354
236,Oregon NCAA,34,24,10,0.706,15.75,8.05,,10,8,,15,3,,5,5,,2783,2521,,69.9,115,0.438,0.337,0.583,50.7,53,10.9,8.7,0.535,14,32.2,0.338
237,Pacific,34,18,16,0.529,1.74,3.25,,6,12,,10,5,,5,9,,2484,2523,,67.2,108.2,0.404,0.318,0.552,52.1,50.2,7.5,5.6,0.503,15.6,32.5,0.309
238,Penn State,34,16,18,0.471,7.68,7.06,,6,12,,10,8,,4,8,,2409,2388,,66.4,105.5,0.394,0.344,0.53,50.5,46.8,6.7,13.5,0.483,13.7,30.2,0.292
239,Pennsylvania,28,8,20,0.286,-6.59,-0.01,,5,9,,6,8,,2,12,,1911,2095,,70.1,97,0.392,0.287,0.531,47.9,59.6,8.3,9.4,0.497,20.1,28.6,0.266
240,Pepperdine,31,15,16,0.484,0.8,2.6,,8,10,,8,6,,6,7,,2206,2247,,66.7,106.2,0.389,0.324,0.547,50.2,55.4,7.1,11.1,0.512,15.8,30.7,0.272
241,Pittsburgh NCAA,36,26,10,0.722,17.46,7.54,,11,7,,13,5,,7,2,,2586,2229,,62.4,113,0.443,0.269,0.55,54.5,62.9,11.1,8.6,0.507,13.7,37.3,0.315
242,Portland State,32,17,15,0.531,-7.59,-5.59,,11,9,,12,5,,4,9,,2320,2311,,65.6,107.9,0.411,0.314,0.561,47.5,51.2,9,5.6,0.521,15,27.6,0.301
243,Portland,31,15,16,0.484,4.77,1.73,,7,11,,10,6,,3,9,,2327,2233,,67.2,109,0.395,0.273,0.551,51.6,58.3,8.6,10.9,0.509,14.8,32.1,0.29
244,Prairie View,34,11,23,0.324,-16.72,-7.99,,6,12,,6,6,,2,16,,2362,2623,,68.3,98.4,0.406,0.334,0.508,46.8,44.5,10.1,6.8,0.474,17.4,31.3,0.263
245,Presbyterian,32,6,26,0.188,-20.71,-7.51,,2,14,,5,8,,1,15,,2092,2445,,66.7,98.1,0.307,0.312,0.53,45.3,48.2,6.6,7.7,0.503,16.8,23.1,0.208
246,Princeton,30,21,9,0.7,3.01,-2.4,,8,6,,11,2,,9,6,,2118,1931,,64.6,107.6,0.376,0.486,0.564,50.1,61.2,9.6,9.7,0.53,15.1,25.6,0.271
247,Providence NCAA,35,23,12,0.657,11.37,7.85,,10,8,,13,3,,5,6,,2566,2443,,64.9,109.1,0.419,0.317,0.539,52.4,56.1,8.3,12,0.483,14.6,35.4,0.328
248,Purdue,32,15,17,0.469,8.21,7.62,,5,13,,12,5,,2,8,,2312,2293,,67.9,104.1,0.381,0.279,0.508,52.4,51,8.1,13.8,0.472,14.7,36.2,0.255
249,Quinnipiac,32,20,12,0.625,-0.13,-2.41,,14,6,,10,3,,8,8,,2521,2448,,70.9,110.3,0.481,0.246,0.521,57.4,48.4,5,10.2,0.468,14.3,42.3,0.345
250,Radford,35,22,13,0.629,-7.9,-8.31,,10,6,,10,4,,9,8,,2729,2600,,68.7,113,0.403,0.3,0.563,50.5,47.3,10.2,9,0.532,13.6,32.9,0.277
251,Rhode Island,32,14,18,0.438,2.87,3.26,,5,12,,10,6,,3,11,,2169,2178,,67.4,100.2,0.457,0.278,0.523,51.5,51.1,7.3,13,0.487,17.9,32.7,0.299
252,Rice,30,7,23,0.233,-9.43,-0.43,,2,14,,5,9,,1,11,,1853,2083,,64.9,93.3,0.333,0.463,0.506,46.2,65,7,5.3,0.478,17.7,22.1,0.216
253,Richmond,33,19,14,0.576,5.7,4.3,,8,8,,12,4,,5,8,,2196,2150,,64.7,101.3,0.41,0.365,0.517,45.8,46.5,8.9,11.5,0.481,14.2,25.9,0.274
254,Rider,31,14,17,0.452,-4.34,-1.69,,9,11,,6,7,,6,8,,2292,2374,,68.2,106.8,0.457,0.35,0.553,49.5,50.7,8.8,8.1,0.506,16.5,31.4,0.334
255,Robert Morris,36,22,14,0.611,-3.52,-3.79,,14,2,,12,3,,10,11,,2593,2583,,66.9,107.3,0.366,0.346,0.543,49.3,50,10.6,5.4,0.504,14.7,30.9,0.267
256,Rutgers,33,12,21,0.364,-0.29,5.8,,5,13,,10,10,,1,10,,2347,2515,,69.4,102.5,0.368,0.307,0.517,49.6,50.8,8.3,11.4,0.478,15.5,32.8,0.26
257,Sacramento State,30,14,16,0.467,-8.04,-5.54,,10,10,,11,3,,3,12,,2070,2079,,63.7,107.4,0.36,0.307,0.553,50,54.7,8.2,4.1,0.517,15.3,29.9,0.261
258,Sacred Heart,31,5,26,0.161,-12.93,-5.97,,2,14,,1,10,,4,13,,2162,2378,,68.5,100.7,0.357,0.328,0.503,48.6,51.2,7.7,5.9,0.467,15,32.4,0.245
259,Saint Francis (PA),31,10,21,0.323,-13.2,-5.65,,7,9,,5,8,,5,13,,1916,2150,,63.2,97.9,0.327,0.417,0.503,45.7,53.5,9,7.2,0.476,14.9,26,0.21
260,Saint Joseph's NCAA,34,24,10,0.706,9.05,5.08,,11,5,,11,4,,8,4,,2433,2298,,66,108.1,0.436,0.369,0.563,52,56.7,6.7,11.9,0.539,15.9,29,0.281
261,Saint Louis NCAA,34,27,7,0.794,11.63,4.24,,13,3,,14,3,,11,1,,2374,2105,,67.4,102.4,0.404,0.322,0.533,51,58.1,10.9,9.9,0.494,16.2,29.4,0.281
262,Saint Mary's (CA),35,23,12,0.657,9.35,4.29,,11,7,,16,3,,6,6,,2502,2292,,63.5,112.1,0.48,0.352,0.56,53.2,52.5,9.1,8.9,0.518,15.5,36.2,0.34
263,Saint Peter's,31,14,17,0.452,-5.88,-3.27,,9,11,,8,5,,5,11,,1961,2042,,63.7,98.5,0.422,0.319,0.505,49.6,46,10,12.4,0.458,16.1,30.9,0.297
264,Sam Houston State,35,24,11,0.686,-4.45,-7.6,,13,5,,12,2,,7,7,,2647,2431,,67.1,111.2,0.512,0.337,0.562,51.4,63,9.9,9.5,0.528,16,34.6,0.342
265,Samford,33,13,20,0.394,-14.91,-7.41,,6,10,,10,4,,2,15,,2327,2521,,67.9,103.5,0.386,0.272,0.549,47.8,53,8.2,8,0.519,16.6,27.9,0.261
266,San Diego State NCAA,36,31,5,0.861,14.95,4.86,,16,2,,15,1,,9,2,,2530,2052,,63.9,109.2,0.449,0.258,0.519,53.6,40.8,11.8,14.1,0.481,12.7,36.7,0.298
267,San Diego,35,18,17,0.514,2.16,1.97,,7,11,,10,7,,6,8,,2362,2283,,63.8,105.7,0.4,0.331,0.547,50.4,50.2,9,11,0.512,16.1,30,0.278
268,San Francisco,33,21,12,0.636,5.92,4.28,,13,5,,13,6,,7,5,,2469,2357,,66.3,111.2,0.444,0.34,0.561,52,55.6,8,7.2,0.535,14.7,33.3,0.288
269,San Jose State,31,7,24,0.226,-7.96,3.05,,1,17,,4,9,,3,12,,1938,2222,,65.5,94.3,0.337,0.473,0.495,49.3,54.8,6.5,7.6,0.453,17.5,28.7,0.244
270,Santa Clara,33,14,19,0.424,0.88,3.01,,6,12,,7,8,,5,8,,2340,2325,,65.6,107.7,0.38,0.366,0.535,47.3,51.1,9.2,10.4,0.492,13.1,29.3,0.278
271,Savannah State,32,13,19,0.406,-9.57,-5.37,,10,6,,7,5,,5,11,,1968,2057,,65.3,93.1,0.394,0.304,0.501,48.7,48.2,10.6,13.4,0.467,20.4,32.1,0.257
