"","X","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"739",41,"Texas","B12",0.82753,41,110.456,38,96.3756,80,65.7402,189,0.91845191126171,19,0.52,0.52,32,0.6864,0.6864,11,2012
"740",42,"Harvard","Ivy",0.827242,42,107.327,70,93.6617,39,61.3313,327,2.194329680395,17,0.5198,0.5198,15,0.4853,0.4853,12,2012
"741",43,"West Virginia","BE",0.826137,43,110.291,39,96.3131,79,65.349,213,-0.12137972501802,19,0.5691,0.5691,29,0.7043,0.7043,10,2012
"744",46,"Murray St.","OVC",0.819571,46,105.476,96,92.4695,27,66.0564,175,3.7676239986501,20,0.5891,0.5891,12,0.4343,0.4343,6,2012
"749",51,"Long Beach St.","BW",0.808021,51,107.957,62,95.2743,60,67.2683,115,0.89887260382625,42,0.778,0.778,22,0.5207,0.5207,12,2012
"751",53,"Saint Mary's","WCC",0.80562,53,111.192,33,98.2603,112,64.6513,248,2.7616418442471,18,0.4892,0.4892,18,0.5205,0.5205,7,2012
"752",54,"Notre Dame","BE",0.804452,54,108.743,54,96.1588,72,61.9604,323,2.3129430709069,19,0.4572,0.4572,30,0.6645,0.6645,7,2012
"753",55,"Ohio","MAC",0.802142,55,105.566,95,93.4678,35,66.8786,128,0.30790368439489,15,0.4519,0.4519,17,0.5237,0.5237,13,2012
"755",57,"Xavier","A10",0.797549,57,107.083,71,95.0485,55,67.5133,104,0.70959012742682,25,0.6329,0.6329,28,0.6897,0.6897,10,2012
"761",63,"BYU","WCC",0.78576,63,103.529,127,92.4666,26,72.8612,6,0.31379887291975,19,0.5305,0.5305,19,0.5414,0.5414,14,2012
"763",65,"Davidson","SC",0.782045,65,110.55,36,98.9261,132,68.3171,69,-0.41571443507015,33,0.6965,0.6965,16,0.4542,0.4542,13,2012
"764",66,"South Dakota St.","Sum",0.779489,66,111.306,31,99.7314,150,66.1434,172,-0.55866794022337,19,0.542,0.542,14,0.4713,0.4713,14,2012
"765",67,"Colorado","P12",0.776731,67,103.785,122,93.122,31,65.973,183,-0.28520365764499,17,0.5485,0.5485,24,0.64,0.64,11,2012
"770",72,"San Diego St.","MWC",0.765827,72,105.037,104,94.7533,52,66.591,141,2.8763895075409,17,0.4662,0.4662,22,0.5961,0.5961,6,2012
"771",73,"Southern Miss","CUSA",0.764547,73,110.017,42,99.3073,137,64.6802,246,1.1696357989164,17,0.5596,0.5596,20,0.61,0.61,9,2012
"774",76,"Iona","MAAC",0.758456,76,113.065,20,102.357,199,71.0412,17,0.0050408559754916,21,0.6282,0.6282,14,0.4903,0.4903,14,2012
"780",82,"New Mexico St.","WAC",0.733249,82,106.348,80,97.3961,94,70.8328,19,-2.0299660003147,16,0.4997,0.4997,15,0.4926,0.4926,13,2012
"785",87,"Colorado St.","MWC",0.721557,87,110.137,40,101.385,178,64.5923,252,-1.004738444012,18,0.5454,0.5454,22,0.6226,0.6226,11,2012
"788",90,"Lehigh","Pat",0.714496,90,106.051,85,97.9199,104,68.527,63,-1.2611689967161,16,0.3897,0.3897,14,0.3993,0.3993,15,2012
"808",110,"Montana","BSky",0.665009,110,100.97,170,95.1254,57,65.6107,196,-1.6914348984394,14,0.5062,0.5062,11,0.4023,0.4023,13,2012
"819",121,"Detroit","Horz",0.628578,121,106.173,84,101.425,179,67.8672,90,-5.2137321516887,19,0.5421,0.5421,17,0.5217,0.5217,15,2012
"826",128,"UNC Asheville","BSth",0.603369,128,107.4,69,103.553,219,69.2657,41,-3.3399538725188,30,0.6697,0.6697,14,0.4245,0.4245,16,2012
"833",135,"Lamar","Slnd",0.594545,135,104.627,112,101.202,173,67.2815,113,-4.3315455515067,30,0.5827,0.5827,15,0.4133,0.4133,16,2012
"835",137,"Vermont","AE",0.590992,137,101.931,155,98.7202,124,63.3052,293,-5.531072352315,17,0.4813,0.4813,12,0.3867,0.3867,16,2012
"836",138,"Loyola MD","MAAC",0.590832,138,102.085,150,98.8748,130,64.6104,250,-1.5479304296759,20,0.4682,0.4682,15,0.4415,0.4415,15,2012
"858",160,"LIU Brooklyn","NEC",0.52951,160,107.836,65,106.733,276,74.1779,2,-2.6004082082474,14,0.4469,0.4469,12,0.4049,0.4049,16,2012
"881",183,"Norfolk St.","MEAC",0.445595,183,98.0965,229,99.978,151,67.7682,94,-2.8237645773814,21,0.5279,0.5279,14,0.3795,0.3795,15,2012
"887",189,"Western Kentucky","SB",0.436029,189,96.4499,262,98.6322,121,68.8137,54,-10.319741971249,19,0.595,0.595,17,0.516,0.516,16,2012
"972",274,"Mississippi Valley St.","SWAC",0.24503,274,94.3666,287,104.067,232,70.0781,28,-4.9247825025294,42,0.7647,0.7647,16,0.34,0.34,16,2012
"1044",1,"Ohio St.","B10",0.976933,1,124.94,1,90.2056,10,65.1768,246,11.961611437738,15,0.4703,0.4703,33,0.7087,0.7087,1,2011
"1045",2,"Kansas","B12",0.965751,2,119.724,4,89.5522,6,69.4342,47,10.237144000327,19,0.5474,0.5474,28,0.6916,0.6916,1,2011
"1046",3,"Duke","ACC",0.963365,3,119.497,5,89.9267,8,69.924,38,9.4617790190898,22,0.6225,0.6225,31,0.719,0.719,1,2011
"1047",4,"Texas","B12",0.950078,4,114.29,20,88.4604,2,66.9208,156,5.446066339042,25,0.555,0.555,29,0.6735,0.6735,4,2011
"1048",5,"Kentucky","SEC",0.94792,5,118.16,7,91.8112,22,66.2714,191,5.2166027605102,29,0.6073,0.6073,35,0.7171,0.7171,4,2011
"1049",6,"Pittsburgh","BE",0.946061,6,118.644,6,92.485,26,63.5859,307,7.6454599866331,17,0.493,0.493,30,0.6901,0.6901,1,2011
"1050",7,"Wisconsin","B10",0.939792,7,122.126,2,96.1689,62,57.9255,345,5.8828480565813,20,0.4811,0.4811,37,0.729,0.729,4,2011
"1051",8,"Notre Dame","BE",0.936912,8,122.052,3,96.5283,70,64.483,274,7.8050448218701,20,0.4935,0.4935,34,0.7114,0.7114,2,2011
"1052",9,"Purdue","B10",0.935826,9,114.271,21,90.5175,12,67.0363,152,7.2161674187876,21,0.5629,0.5629,35,0.7318,0.7318,3,2011
"1053",10,"San Diego St.","MWC",0.932606,10,112.471,30,89.4983,5,63.5944,306,8.6644341916001,20,0.6108,0.6108,26,0.6701,0.6701,2,2011
"1054",11,"North Carolina","ACC",0.930156,11,111.601,37,89.1026,4,71.8192,17,7.432818593872,26,0.6385,0.6385,36,0.7484,0.7484,2,2011
"1055",12,"Illinois","B10",0.929812,12,113.865,25,90.9527,15,66.6219,170,1.5924982591178,23,0.5876,0.5876,38,0.758,0.758,9,2011
"1056",13,"Connecticut","BE",0.926246,13,114.708,18,92.0522,23,65.6204,229,6.9592287723301,23,0.5288,0.5288,39,0.7446,0.7446,3,2011
"1057",14,"Syracuse","BE",0.923824,14,113.911,24,91.691,21,66.3517,186,6.1579407643991,15,0.5463,0.5463,32,0.7243,0.7243,3,2011
"1058",15,"Louisville","BE",0.923707,15,110.669,48,89.0941,3,68.0196,102,4.6961285293284,12,0.45,0.45,31,0.685,0.685,4,2011
"1059",16,"BYU","MWC",0.919695,16,115.999,13,93.8372,40,71.4499,21,7.1697891195451,22,0.6075,0.6075,27,0.6691,0.6691,3,2011
"1060",17,"Florida","SEC",0.913298,17,115.195,17,93.8667,41,63.8692,295,5.256727062401,22,0.5512,0.5512,30,0.6893,0.6893,2,2011
"1061",18,"Washington","P10",0.912665,18,117.253,9,95.6106,55,71.8396,15,1.8936368628731,20,0.5852,0.5852,28,0.708,0.708,7,2011
"1062",19,"West Virginia","BE",0.909867,19,114.43,19,93.5893,37,63.5957,305,3.0829088978715,25,0.6795,0.6795,37,0.7688,0.7688,5,2011
"1063",20,"Arizona","P10",0.907052,20,117.631,8,96.4915,69,66.3117,189,4.7206649357495,18,0.5223,0.5223,29,0.6877,0.6877,5,2011
"1064",21,"Kansas St.","B12",0.903976,21,111.382,40,91.6514,19,68.2516,89,1.9715935311182,23,0.5319,0.5319,32,0.684,0.684,5,2011
"1065",22,"Clemson","ACC",0.900769,22,109.363,60,90.275,11,64.8425,257,0.6529901265827,16,0.4952,0.4952,29,0.6714,0.6714,12,2011
"1066",23,"Cincinnati","BE",0.899749,23,110.265,51,91.1095,17,64.1312,288,3.3526424943277,7,0.3407,0.3407,28,0.633,0.633,6,2011
"1067",24,"Utah St.","WAC",0.89716,24,109.323,61,90.555,13,63.3365,311,3.7343889794222,18,0.4823,0.4823,16,0.5189,0.5189,12,2011
"1068",25,"Michigan","B10",0.89071,25,111.885,36,93.2271,34,62.6617,322,1.8649819248314,22,0.5178,0.5178,39,0.742,0.742,8,2011
"1069",26,"St. John's","BE",0.881051,26,111.104,43,93.3487,35,66.9443,155,3.235958996227,21,0.5757,0.5757,36,0.7392,0.7392,6,2011
"1070",27,"UNLV","MWC",0.879774,27,108.904,63,91.5966,18,67.9355,106,2.8115830873897,23,0.5669,0.5669,27,0.6419,0.6419,8,2011
"1071",28,"Gonzaga","WCC",0.878621,28,110.476,49,93.0066,30,68.0864,98,0.34680984050593,27,0.6191,0.6191,24,0.6031,0.6031,11,2011
"1073",30,"Marquette","BE",0.877217,30,114.142,23,96.2028,63,67.5907,122,0.77156697729833,21,0.4548,0.4548,36,0.7038,0.7038,11,2011
"1075",32,"Florida St.","ACC",0.876184,32,102.553,154,86.5074,1,69.1098,60,1.1868645823819,17,0.4798,0.4798,29,0.6577,0.6577,10,2011
"1076",33,"Vanderbilt","SEC",0.874418,33,115.782,16,97.8033,91,67.7417,116,1.8108788869117,22,0.569,0.569,28,0.6719,0.6719,5,2011
"1077",34,"Villanova","BE",0.872171,34,113.749,26,96.2562,64,66.3396,187,1.4904244600204,15,0.5182,0.5182,30,0.7048,0.7048,9,2011
"1078",35,"Belmont","ASun",0.868548,35,110.236,52,93.5443,36,69.3377,51,1.0275653152762,19,0.4641,0.4641,12,0.389,0.389,13,2011
"1079",36,"Georgetown","BE",0.864156,36,112.157,34,95.489,54,65.0346,250,4.3567472111877,23,0.6322,0.6322,36,0.7601,0.7601,6,2011
"1080",37,"Butler","Horz",0.863562,37,110.985,45,94.5327,45,64.7087,264,-0.40325961733798,29,0.6385,0.6385,25,0.6393,0.6393,8,2011
"1081",38,"Temple","A10",0.859166,38,108.982,62,93.1243,31,65.5319,234,2.140001479949,26,0.6295,0.6295,23,0.6046,0.6046,7,2011
"1082",39,"Penn St.","B10",0.852169,39,112.175,33,96.3258,67,60.7893,337,1.7398356013516,16,0.5383,0.5383,39,0.7663,0.7663,10,2011
"1084",41,"George Mason","CAA",0.849436,41,111.246,41,95.7072,56,65.7974,220,1.0553184653171,16,0.529,0.529,18,0.5489,0.5489,8,2011
"1086",43,"UCLA","P10",0.846255,43,107.469,78,92.6558,27,66.588,172,1.4387575584925,22,0.5476,0.5476,29,0.6845,0.6845,7,2011
"1087",44,"Michigan St.","B10",0.845402,44,107.808,73,93.001,29,66.5717,173,2.2700623350211,33,0.6167,0.6167,42,0.7774,0.7774,10,2011
"1088",45,"USC","P10",0.844243,45,106.756,85,92.1648,24,63.2707,315,-1.6036940324641,23,0.581,0.581,29,0.6964,0.6964,11,2011
"1089",46,"Missouri","B12",0.842799,46,112.13,35,96.896,76,71.8524,14,1.3562823540705,16,0.4585,0.4585,28,0.6474,0.6474,11,2011
"1092",49,"Xavier","A10",0.840219,49,110.773,47,95.8847,61,65.8877,213,2.3616408941469,27,0.6679,0.6679,23,0.6273,0.6273,6,2011
"1093",50,"Richmond","A10",0.838294,50,111.082,44,96.2715,65,63.2978,314,1.7880480809923,21,0.5444,0.5444,21,0.5858,0.5858,12,2011
"1094",51,"Tennessee","SEC",0.837156,51,108.103,71,93.7585,39,67.1523,146,-1.0528048117865,25,0.6627,0.6627,31,0.7205,0.7205,9,2011
"1096",53,"Georgia","SEC",0.827071,53,108.507,67,94.7014,48,64.6303,268,0.22477364933454,18,0.513,0.513,28,0.6453,0.6453,10,2011
"1097",54,"Old Dominion","CAA",0.823706,54,108.587,66,94.9635,50,61.6215,331,2.2650699025964,21,0.5893,0.5893,19,0.5632,0.5632,9,2011
"1102",59,"Texas A&M","B12",0.814679,59,107.621,74,94.6189,46,62.7274,319,2.4016564685173,12,0.4119,0.4119,27,0.6308,0.6308,7,2011
"1105",62,"VCU","CAA",0.800117,62,111.182,42,98.5495,103,66.5333,175,-2.0244714043339,23,0.5633,0.5633,24,0.6138,0.6138,11,2011
"1107",64,"UAB","CUSA",0.796496,64,107.092,83,95.1095,52,63.1122,316,-0.2189615743667,20,0.4942,0.4942,20,0.5789,0.5789,12,2011
"1109",66,"Oakland","Sum",0.791753,66,116.517,10,103.742,220,72.6536,8,0.31393398965598,43,0.7472,0.7472,23,0.5465,0.5465,13,2011
"1128",85,"Wofford","SC",0.724034,85,110.951,46,102.024,177,64.7575,261,-4.551399636663,28,0.622,0.622,18,0.4924,0.4924,14,2011
"1129",86,"Princeton","Ivy",0.724009,86,105.804,101,97.2931,82,63.8462,296,-0.26826887813606,17,0.488,0.488,15,0.4777,0.4777,13,2011
"1132",89,"Memphis","CUSA",0.705934,89,103.461,134,95.8752,59,69.1158,59,-0.013665482305282,17,0.4686,0.4686,20,0.5794,0.5794,12,2011
"1140",97,"Indiana St.","MVC",0.676891,97,102.247,161,95.8785,60,66.0937,202,-4.1785915612568,22,0.5538,0.5538,21,0.5956,0.5956,14,2011
"1143",100,"Bucknell","Pat",0.668094,100,102.856,149,96.7852,74,65.9927,207,-2.2332478828542,20,0.51,0.51,14,0.4205,0.4205,14,2011
"1156",113,"Morehead St.","OVC",0.640539,113,103.622,130,98.5447,102,64.4798,275,-3.5607772095662,25,0.5467,0.5467,16,0.44,0.44,13,2011
"1165",122,"Akron","MAC",0.606451,122,101.536,175,97.7887,90,67.1231,147,-5.5692329649353,18,0.5221,0.5221,15,0.4848,0.4848,15,2011
"1169",126,"LIU Brooklyn","NEC",0.590559,126,106.441,89,103.104,205,74.8988,3,-1.2495973966032,11,0.3847,0.3847,9,0.3639,0.3639,15,2011
"1172",129,"Northern Colorado","BSky",0.588319,129,104.507,112,101.312,157,67.4841,131,-4.5594972501065,24,0.54,0.54,15,0.4481,0.4481,15,2011
"1174",131,"Saint Peter's","MAAC",0.583097,131,93.5699,291,90.8795,14,65.0543,249,-5.9057133579287,21,0.5803,0.5803,16,0.5068,0.5068,14,2011
"1184",141,"UC Santa Barbara","BW",0.557904,141,101.399,180,99.3678,121,65.728,226,-6.7514949371381,27,0.6391,0.6391,17,0.5128,0.5128,15,2011
"1214",171,"UNC Asheville","BSth",0.486315,171,98.3945,233,98.8641,114,69.4327,48,-8.1123059004556,33,0.6043,0.6043,14,0.388,0.388,16,2011
"1221",178,"Boston University","AE",0.466685,178,101.607,174,102.793,196,63.7617,302,-7.5836391150031,19,0.5258,0.5258,13,0.4118,0.4118,16,2011
"1238",195,"UTSA","Slnd",0.417214,195,101.432,179,104.423,231,67.9441,105,-9.2202517186312,13,0.4428,0.4428,11,0.3823,0.3823,16,2011
"1266",223,"Arkansas Little Rock","SB",0.358786,223,99.4369,219,104.586,233,65.3489,241,-11.102256219996,15,0.5526,0.5526,10,0.423,0.423,16,2011
"1277",234,"Hampton","MEAC",0.34195,234,92.6943,306,98.1238,94,67.0833,150,-5.5557585567393,8,0.364,0.364,7,0.2754,0.2754,16,2011
"1357",314,"Alabama St.","SWAC",0.149487,314,91.0352,319,105.893,252,64.9885,251,-13.042398577024,22,0.6176,0.6176,9,0.2821,0.2821,16,2011
"1389",1,"Duke","ACC",0.975221,1,120.782,1,87.7617,6,66.2747,222,8.4331148209138,24,0.5972,0.5972,35,0.7483,0.7483,1,2010
"1390",2,"Kansas","B12",0.966376,2,119.998,2,89.6083,11,68.5088,110,11.719504280154,21,0.5686,0.5686,34,0.7198,0.7198,1,2010
"1391",3,"Syracuse","BE",0.955454,3,117.545,6,90.039,13,70.9964,33,7.5427321767028,17,0.4904,0.4904,30,0.6966,0.6966,1,2010
"1392",4,"Kentucky","SEC",0.955274,4,114.491,20,87.7321,5,69.5865,70,8.610731484921,12,0.5228,0.5228,26,0.6899,0.6899,1,2010
"1393",5,"Ohio St.","B10",0.945412,5,117.033,8,91.3296,23,66.0388,229,5.6564293505,23,0.4878,0.4878,32,0.6755,0.6755,2,2010
"1394",6,"Kansas St.","B12",0.945052,6,115.931,13,90.5241,18,70.4542,46,6.7670487840271,22,0.593,0.593,37,0.757,0.757,2,2010
"1395",7,"West Virginia","BE",0.942949,7,116.623,10,91.38,24,63.5682,309,8.0318585279616,27,0.6312,0.6312,38,0.7699,0.7699,2,2010
"1396",8,"Baylor","B12",0.941129,8,119.423,4,93.8454,48,65.5991,250,5.5937214858521,19,0.488,0.488,36,0.72,0.72,3,2010
"1397",9,"Wisconsin","B10",0.93943,9,115.076,18,90.6681,19,60.3513,340,3.8652554950392,23,0.5745,0.5745,32,0.707,0.707,4,2010
"1398",10,"Purdue","B10",0.931849,10,108.292,68,86.2628,3,67.4966,162,6.5702791671692,18,0.5199,0.5199,32,0.7004,0.7004,4,2010
"1399",11,"BYU","MWC",0.928755,11,116.555,11,93.231,39,71.7915,21,4.0018140401196,20,0.5182,0.5182,24,0.5995,0.5995,7,2010
"1400",12,"Texas A&M","B12",0.922469,12,111.303,41,89.7399,12,66.0842,227,4.3870491107056,25,0.5462,0.5462,38,0.7323,0.7323,5,2010
"1401",13,"California","P10",0.921019,13,119.424,3,96.4563,77,68.3393,125,1.7005987354233,30,0.6716,0.6716,31,0.7256,0.7256,8,2010
"1402",14,"Butler","Horz",0.916302,14,108.659,62,88.2449,7,64.3725,290,4.5347817456351,33,0.7436,0.7436,27,0.6602,0.6602,5,2010
"1403",15,"Maryland","ACC",0.91616,15,117.297,7,95.2756,65,70.2843,49,3.3255421628655,16,0.4535,0.4535,32,0.6874,0.6874,4,2010
"1404",16,"Georgetown","BE",0.912402,16,115.799,14,94.4522,54,66.67,209,4.2861349977904,25,0.5881,0.5881,36,0.7449,0.7449,3,2010
"1405",17,"Clemson","ACC",0.911256,17,110.359,49,90.1259,15,69.4893,71,1.5056468198233,15,0.4713,0.4713,32,0.688,0.688,7,2010
"1406",18,"Villanova","BE",0.911202,18,116.549,12,95.1867,63,72.2932,15,5.5270797715309,20,0.5175,0.5175,34,0.7071,0.7071,2,2010
"1407",19,"Missouri","B12",0.910816,19,111.169,43,90.8302,21,70.6164,38,1.629136131643,16,0.4429,0.4429,32,0.6708,0.6708,10,2010
"1408",20,"Xavier","A10",0.910385,20,115.604,15,94.4981,55,69.8265,62,2.8276877340933,31,0.6576,0.6576,30,0.6798,0.6798,6,2010
"1409",21,"Temple","A10",0.909115,21,107.176,85,87.7266,4,61.5327,335,5.3327663500888,26,0.6308,0.6308,25,0.6506,0.6506,5,2010
"1410",22,"Texas","B12",0.90908,22,113.111,27,92.588,34,72.7355,11,3.8809135172462,17,0.5218,0.5218,33,0.7048,0.7048,8,2010
"1411",23,"Michigan St.","B10",0.906255,23,112.494,32,92.3527,30,66.7726,200,3.5163470311728,18,0.5183,0.5183,32,0.7035,0.7035,5,2010
"1412",24,"Marquette","BE",0.905015,24,114.47,21,94.0937,50,64.06,297,1.7595166991326,20,0.457,0.457,33,0.6879,0.6879,6,2010
"1413",25,"Minnesota","B10",0.90364,25,113.467,25,93.3985,40,67.1192,182,-0.33484581770211,18,0.4797,0.4797,32,0.6832,0.6832,11,2010
"1414",26,"Washington","P10",0.902316,26,112.024,37,92.332,29,73.1777,10,1.1827913728052,17,0.5633,0.5633,27,0.6953,0.6953,11,2010
"1415",27,"Utah St.","WAC",0.902138,27,115.086,17,94.8725,59,61.8015,332,-0.39300591669503,16,0.5132,0.5132,16,0.547,0.547,12,2010
"1416",28,"Northern Iowa","MVC",0.900698,28,108.311,67,89.4129,9,60.2165,342,3.7275269315757,15,0.5064,0.5064,22,0.6304,0.6304,9,2010
"1417",29,"Oklahoma St.","B12",0.900455,29,113.42,26,93.6531,44,67.5638,158,1.8059877473783,12,0.4562,0.4562,32,0.6826,0.6826,7,2010
"1418",30,"Georgia Tech","ACC",0.895276,30,108.804,59,90.2838,17,69.6399,68,1.3419684007502,16,0.4941,0.4941,35,0.7262,0.7262,10,2010
"1419",31,"Florida St.","ACC",0.894414,31,103.496,142,85.9473,2,67.1222,181,2.8070135469244,20,0.4854,0.4854,32,0.6901,0.6901,9,2010
"1420",32,"Tennessee","SEC",0.892839,32,108.393,66,90.1443,16,69.0395,83,3.8637245930928,20,0.529,0.529,32,0.6995,0.6995,6,2010
"1421",33,"UNLV","MWC",0.890896,33,110.47,47,92.0325,27,67.6778,150,0.95369443318285,17,0.5429,0.5429,23,0.6165,0.6165,8,2010
"1422",34,"Notre Dame","BE",0.890379,34,119.208,5,99.3583,130,64.6435,278,0.46705620432058,7,0.3837,0.3837,28,0.6611,0.6611,6,2010
"1423",35,"Pittsburgh","BE",0.889734,35,110.794,46,92.3983,31,62.3939,327,3.6446874954555,13,0.5051,0.5051,31,0.6957,0.6957,3,2010
"1424",36,"UTEP","CUSA",0.888069,36,107.216,83,89.5454,10,69.3154,77,2.1476629798179,16,0.4553,0.4553,21,0.5814,0.5814,12,2010
"1426",38,"Gonzaga","WCC",0.879975,38,111.33,40,93.6215,43,69.3079,78,2.5206026810842,29,0.6147,0.6147,25,0.5926,0.5926,8,2010
"1427",39,"Vanderbilt","SEC",0.878913,39,113.111,28,95.2025,64,69.6019,69,3.2260871945324,20,0.5847,0.5847,30,0.7124,0.7124,4,2010
"1428",40,"Old Dominion","CAA",0.876983,40,106.864,91,90.0857,14,63.5595,310,0.59771551738714,30,0.6246,0.6246,23,0.5729,0.5729,11,2010
"1430",42,"Saint Mary's","WCC",0.869337,42,114.731,19,97.3001,91,67.5634,159,1.9412091518109,19,0.551,0.551,21,0.5798,0.5798,10,2010
"1432",44,"San Diego St.","MWC",0.864025,44,110.368,48,93.9751,49,64.1909,295,1.3471424478749,21,0.5584,0.5584,25,0.6248,0.6248,11,2010
"1434",46,"Louisville","BE",0.860765,46,113.935,23,97.2444,90,67.351,168,-0.105161362365,17,0.5131,0.5131,32,0.7045,0.7045,9,2010
"1435",47,"New Mexico","MWC",0.860617,47,113.743,24,97.0903,86,68.3705,121,4.9063715296144,17,0.5703,0.5703,22,0.6107,0.6107,3,2010
"1436",48,"Richmond","A10",0.854261,48,107.986,70,92.594,35,63.8155,302,2.5918824870575,24,0.5659,0.5659,26,0.6335,0.6335,7,2010
"1437",49,"Florida","SEC",0.847099,49,112.363,33,96.8206,83,65.6454,248,-0.048537306122157,21,0.5017,0.5017,31,0.6734,0.6734,10,2010
"1439",51,"Cornell","Ivy",0.845315,51,116.748,9,100.72,159,65.6548,247,1.8675483065366,26,0.5655,0.5655,21,0.4849,0.4849,12,2010
"1442",54,"Wake Forest","ACC",0.841798,54,106.639,92,92.2115,28,70.0497,55,1.0404276025961,20,0.511,0.511,34,0.7149,0.7149,9,2010
"1454",66,"Siena","MAAC",0.797383,66,107.54,76,95.4621,66,70.7726,34,0.90500067986656,28,0.5729,0.5729,18,0.5111,0.5111,13,2010
"1455",67,"Murray St.","OVC",0.79444,67,106.303,97,94.5126,56,66.9672,191,0.048842830253932,14,0.3877,0.3877,12,0.389,0.389,13,2010
"1468",80,"Wofford","SC",0.756184,80,103.474,143,93.7751,47,64.5387,283,-1.8519646624123,26,0.5725,0.5725,16,0.4758,0.4758,13,2010
"1474",86,"Houston","CUSA",0.741424,86,111.343,39,101.597,177,72.6196,12,-6.3984671911926,17,0.5589,0.5589,22,0.6208,0.6208,13,2010
"1484",96,"Sam Houston St.","Slnd",0.713709,96,109.166,56,100.83,161,70.236,51,-2.5139893583732,25,0.5848,0.5848,14,0.4402,0.4402,14,2010
"1490",102,"Ohio","MAC",0.695836,102,106.215,100,98.8398,118,70.1521,53,-7.7748813053596,16,0.5048,0.5048,16,0.5273,0.5273,14,2010
"1502",114,"New Mexico St.","WAC",0.648489,114,109.955,52,104.253,231,71.6926,24,-2.331428865576,25,0.5379,0.5379,23,0.5818,0.5818,12,2010
"1515",127,"Montana","BSky",0.618631,127,104.226,134,99.933,142,63.107,313,-4.6397765195894,17,0.5003,0.5003,13,0.4382,0.4382,14,2010
"1523",135,"UC Santa Barbara","BW",0.596857,135,99.433,201,96.0975,72,67.4429,165,-4.1268504433217,22,0.5735,0.5735,15,0.477,0.477,15,2010
"1530",142,"Oakland","Sum",0.580766,142,106.237,99,103.268,211,70.2959,48,-1.0558994956931,39,0.666,0.666,19,0.4634,0.4634,14,2010
"1537",149,"Vermont","AE",0.555567,149,102.15,159,100.187,149,67.9103,141,-5.0791599116599,12,0.4144,0.4144,10,0.3601,0.3601,16,2010
"1555",167,"East Tennessee St.","ASun",0.505375,167,97.8246,231,97.6419,96,68.5484,107,-8.1121684484251,29,0.6876,0.6876,16,0.4658,0.4658,16,2010
"1559",171,"Morgan St.","MEAC",0.49372,171,102.999,148,103.224,210,70.042,56,-3.9103612608254,21,0.4893,0.4893,13,0.3435,0.3435,15,2010
"1570",182,"Lehigh","Pat",0.473764,182,104.341,131,105.298,247,70.5717,42,-6.7921107638515,12,0.337,0.337,10,0.3151,0.3151,16,2010
"1571",183,"North Texas","SB",0.472098,183,101.403,170,102.392,192,68.4917,112,-3.8633712683747,20,0.4512,0.4512,13,0.3855,0.3855,15,2010
"1575",187,"Robert Morris","NEC",0.462778,187,98.9584,209,100.25,150,67.2468,176,-6.5044549257282,22,0.5667,0.5667,12,0.359,0.359,15,2010
"1626",238,"Winthrop","BSth",0.311399,238,89.5551,322,95.9533,68,65.2594,266,-8.706730709651,27,0.6153,0.6153,11,0.348,0.348,16,2010
"1634",246,"Arkansas Pine Bluff","SWAC",0.30123,246,90.3756,317,97.2363,89,66.8738,194,-8.0186918393805,50,0.8381,0.8381,21,0.3986,0.3986,16,2010
"1736",1,"Memphis","CUSA",0.967966,1,111.794,35,83.1187,1,67.9594,121,6.9491495452303,26,0.6201,0.6201,24,0.6359,0.6359,2,2009
"1737",2,"Connecticut","BE",0.96755,2,115.424,16,85.9176,3,68.5192,95,8.7395059546033,19,0.5108,0.5108,35,0.7107,0.7107,1,2009
"1738",3,"North Carolina","ACC",0.967424,3,123.064,1,91.6363,21,74.2853,7,7.6537570329365,18,0.5627,0.5627,33,0.7318,0.7318,1,2009
"1739",4,"Louisville","BE",0.957685,4,112.014,32,85.4023,2,68.2497,105,8.0314165283698,14,0.5651,0.5651,32,0.7235,0.7235,1,2009
"1740",5,"Pittsburgh","BE",0.957074,5,120.732,2,92.1692,27,66.2482,189,8.5717133015672,17,0.5825,0.5825,34,0.7288,0.7288,1,2009
"1741",6,"Missouri","B12",0.94745,6,116.313,9,90.4504,17,71.8811,19,6.0660283148939,17,0.4628,0.4628,31,0.6719,0.6719,3,2009
"1742",7,"Kansas","B12",0.940896,7,113.617,23,89.3161,9,68.1967,108,5.4051536262817,24,0.5742,0.5742,32,0.7036,0.7036,3,2009
"1743",8,"UCLA","P10",0.940623,8,119.368,3,93.8767,46,66.6879,170,4.5409055335598,15,0.495,0.495,31,0.7055,0.7055,6,2009
"1744",9,"Michigan St.","B10",0.940211,9,113.239,25,89.1136,8,67.8137,129,7.3609554427441,27,0.6293,0.6293,37,0.7595,0.7595,2,2009
"1745",10,"West Virginia","BE",0.93997,10,114.359,21,90.0285,13,65.6298,223,3.8904021735013,20,0.5662,0.5662,36,0.7229,0.7229,6,2009
"1746",11,"Gonzaga","WCC",0.938383,11,116.006,13,91.5461,20,68.9244,80,4.4176744728831,38,0.6953,0.6953,26,0.6017,0.6017,4,2009
